,station_num,year,month,day,temp_ft,dewpt_ft,visib_mi,wind_knt,maxwind_knt,GUST,fog,rain,snow,hail,thunder,tornado,max_temp_frnht,min_temp_frnht,precip_in,precip_flag,slp_mb,STP,SNDP,WBAN
6,725470,2005,1,7,11.2,8.0,4.5,8.8,14.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,G,0.0,0.0,,
7,725470,2005,1,8,0.0,15.8,4.8,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,G,1024.2,0.0,,
9,725470,2005,1,10,23.8,0.0,6.0,0.0,0.0,20.0,0,0,0,0,0,0,32.0,15.1,0.0,G,1022.0,0.0,,
10,725470,2005,1,11,25.1,21.7,3.6,0.0,13.0,0.0,1,0,0,0,0,0,30.2,23.0,0.0,G,1017.1,0.0,,
11,725470,2005,1,12,33.3,32.6,1.5,0.0,12.0,17.1,1,1,0,0,0,0,35.6,30.0,0.0,G,1005.7,0.0,,
12,725470,2005,1,13,26.3,21.4,7.5,12.7,20.0,0.0,1,0,0,0,0,0,35.1,0.0,0.63,G,0.0,0.0,,
13,725470,2005,1,14,-2.1,0.0,10.0,8.1,18.1,21.0,0,0,0,0,0,0,0.0,-8.0,0.0,G,1035.3,0.0,,
14,725470,2005,1,15,-1.7,-11.8,10.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0,-8.0,0.0,G,1044.3,1001.2,,
15,725470,2005,1,16,1.3,-8.4,10.0,7.6,14.0,0.0,0,0,0,0,0,0,8.1,-7.1,0.0,G,1043.3,1000.4,,
16,725470,2005,1,17,-1.1,0.0,10.0,6.2,0.0,0.0,0,0,0,0,0,0,8.1,0.0,0.0,G,1043.1,1000.1,,
17,725470,2005,1,18,4.2,-4.4,10.0,11.3,27.0,32.1,0,0,0,0,0,0,0.0,0.0,0.0,G,1037.7,0.0,,
19,725470,2005,1,20,22.6,18.3,5.6,5.8,0.0,0.0,1,0,0,0,0,0,25.0,21.2,0.0,G,0.0,0.0,,
20,725470,2005,1,21,22.0,16.8,8.0,10.8,15.0,20.0,1,0,1,0,0,0,25.0,0.0,0.0,G,0.0,0.0,,
21,725470,2005,1,22,17.1,11.8,3.3,12.4,24.1,34.0,1,0,1,0,0,0,23.0,10.0,0.17,G,1017.5,0.0,,
22,725470,2005,1,23,0.0,2.1,10.0,7.2,13.0,0.0,0,0,0,0,0,0,21.0,-2.0,0.05,G,1033.4,0.0,,
23,725470,2005,1,24,21.2,14.3,0.0,11.5,17.1,0.0,0,0,0,0,0,0,30.2,16.0,0.0,G,1018.4,0.0,,
24,725470,2005,1,25,26.2,21.4,5.4,6.5,17.1,0.0,0,0,0,0,0,0,0.0,17.1,0.0,G,1010.4,0.0,,
25,725470,2005,1,26,32.3,26.4,8.0,0.0,18.1,0.0,1,1,0,0,0,0,0.0,0.0,0.0,G,1013.8,0.0,,
26,725470,2005,1,27,0.0,5.3,10.0,8.2,12.0,0.0,0,0,0,0,0,0,37.0,3.0,0.0,G,1034.3,0.0,,
27,725470,2005,1,28,14.2,6.3,10.0,7.0,0.0,0.0,0,0,0,0,0,0,26.1,3.0,0.0,G,1034.4,0.0,,
29,725470,2005,1,30,0.0,22.6,6.7,5.6,8.0,0.0,0,0,0,0,0,0,32.0,0.0,0.0,G,1025.1,0.0,,
30,725470,2005,1,31,30.0,26.2,4.2,4.7,8.0,0.0,1,0,0,0,0,0,32.0,26.1,0.0,G,1027.0,0.0,,
31,725470,2005,2,1,31.2,27.6,2.8,1.5,5.1,0.0,0,0,0,0,0,0,34.0,28.4,0.0,G,1030.3,0.0,,
32,725470,2005,2,2,31.5,26.6,0.0,2.8,7.0,0.0,0,0,0,0,0,0,34.0,28.4,0.0,G,1030.2,0.0,,
33,725470,2005,2,3,0.0,24.1,4.0,6.4,14.0,0.0,0,0,0,0,0,0,0.0,21.0,0.0,G,1026.1,0.0,,
34,725470,2005,2,4,32.0,28.2,4.4,5.2,0.0,0.0,0,0,0,0,0,0,44.1,21.0,0.0,G,1025.2,0.0,,
35,725470,2005,2,5,38.0,32.4,7.1,0.0,14.0,0.0,0,0,0,0,0,0,45.0,0.0,0.0,G,1022.5,0.0,,
36,725470,2005,2,6,0.0,34.1,6.4,10.0,15.0,0.0,1,0,0,0,0,0,45.0,31.1,0.0,G,0.0,0.0,,
37,725470,2005,2,7,33.1,32.2,3.3,7.4,0.0,20.0,1,1,1,0,0,0,41.0,26.1,0.3,G,0.0,0.0,,
38,725470,2005,2,8,25.3,22.1,6.4,0.0,14.0,0.0,1,0,0,0,0,0,0.0,23.0,0.04,G,1022.7,0.0,,
40,725470,2005,2,10,17.8,0.0,7.4,6.7,11.1,18.1,1,0,0,0,0,0,25.0,6.1,0.05,G,0.0,0.0,,
41,725470,2005,2,11,24.7,18.6,8.8,0.0,14.0,0.0,0,0,0,0,0,0,37.0,0.0,0.0,G,1021.0,0.0,,
42,725470,2005,2,12,34.0,27.5,0.0,5.3,14.0,0.0,0,0,0,0,0,0,46.0,18.0,0.0,G,1014.0,0.0,,
43,725470,2005,2,13,37.6,0.0,4.0,11.0,0.0,0.0,1,0,0,0,0,0,46.0,26.2,0.0,G,1008.3,0.0,,
44,725470,2005,2,14,35.6,0.0,4.0,0.0,17.1,21.0,1,1,1,0,0,0,0.0,33.1,0.46,G,1003.6,0.0,,
45,725470,2005,2,15,35.5,31.4,6.6,7.8,13.0,0.0,1,0,0,0,0,0,0.0,32.0,0.05,G,1013.6,0.0,,
46,725470,2005,2,16,28.1,0.0,0.0,13.3,0.0,0.0,1,0,0,0,0,0,0.0,24.1,0.0,D,0.0,0.0,,
47,725470,2005,2,17,21.6,11.0,0.0,13.5,22.0,26.0,1,0,0,0,0,0,30.0,0.0,0.0,G,1022.3,0.0,,
48,725470,2005,2,18,16.2,3.7,10.0,0.0,13.0,0.0,0,0,0,0,0,0,0.0,7.0,0.0,G,1027.7,0.0,,
50,725470,2005,2,20,32.0,0.0,0.0,0.0,0.0,22.0,1,1,1,0,0,0,36.0,18.0,0.03,G,1014.1,0.0,,
51,725470,2005,2,21,32.1,28.0,6.4,0.0,12.0,0.0,0,0,0,0,0,0,34.0,28.4,0.11,G,1014.4,0.0,,
52,725470,2005,2,22,28.3,22.4,7.4,7.7,14.0,20.0,1,0,0,0,0,0,34.0,21.0,0.04,G,1022.6,0.0,,
53,725470,2005,2,23,26.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,33.1,21.0,0.01,G,1027.2,0.0,,
54,725470,2005,2,24,28.1,0.0,8.6,1.7,6.0,0.0,0,0,0,0,0,0,36.0,21.0,0.0,G,1022.2,0.0,,
55,725470,2005,2,25,32.5,25.7,7.0,5.3,0.0,0.0,0,0,0,0,0,0,42.1,24.1,0.0,G,1018.1,0.0,,
56,725470,2005,2,26,28.8,0.0,7.1,7.0,11.1,0.0,0,0,0,0,0,0,42.1,0.0,0.0,G,1024.5,0.0,,
57,725470,2005,2,27,32.1,26.2,7.1,10.8,15.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,G,1017.4,0.0,,
58,725470,2005,2,28,27.7,22.4,6.0,13.0,17.1,21.0,1,1,1,0,0,0,0.0,24.1,0.03,G,1008.4,0.0,,
59,725470,2005,3,1,22.0,13.4,8.4,14.5,18.1,21.0,1,0,0,0,0,0,28.0,17.1,0.0,G,1012.4,0.0,,
60,725470,2005,3,2,20.6,6.5,10.0,6.6,11.1,0.0,0,0,0,0,0,0,0.0,12.0,0.0,G,1020.4,0.0,,
61,725470,2005,3,3,22.5,0.0,10.0,3.0,8.0,0.0,0,0,0,0,0,0,36.0,0.0,0.0,G,1022.0,0.0,,
62,725470,2005,3,4,32.8,21.3,0.0,6.2,0.0,0.0,0,0,0,0,0,0,50.0,0.0,0.0,G,1012.5,0.0,,
63,725470,2005,3,5,0.0,0.0,7.5,10.8,0.0,0.0,0,0,0,0,0,0,50.0,21.2,0.0,G,1017.2,0.0,,
64,725470,2005,3,6,43.2,30.2,8.6,11.5,0.0,27.0,0,0,0,0,0,0,68.0,28.0,0.0,G,0.0,0.0,,
65,725470,2005,3,7,41.8,31.8,0.0,16.0,21.0,28.0,1,0,0,0,0,0,68.0,0.0,0.17,G,0.0,0.0,,
66,725470,2005,3,8,24.2,10.2,10.0,8.4,14.0,0.0,0,0,0,0,0,0,30.0,0.0,0.0,D,1012.4,0.0,,
68,725470,2005,3,10,27.8,21.4,7.4,11.1,0.0,28.0,1,0,1,0,0,0,0.0,16.0,0.0,G,1006.0,0.0,,
69,725470,2005,3,11,31.2,23.0,0.0,14.3,22.0,27.0,1,0,0,0,0,0,0.0,0.0,0.03,G,0.0,0.0,,
70,725470,2005,3,12,25.1,11.8,0.0,11.6,22.0,28.0,1,0,0,0,0,0,37.0,16.0,0.0,G,1001.1,0.0,,
71,725470,2005,3,13,21.4,8.8,10.0,0.0,0.0,0.0,0,0,0,0,0,0,34.0,0.0,0.0,G,1014.1,0.0,,
72,725470,2005,3,14,28.6,18.6,8.6,6.2,15.0,18.1,1,0,0,0,0,0,34.0,12.0,0.0,G,1018.5,0.0,,
73,725470,2005,3,15,26.7,15.1,0.0,5.6,13.0,17.1,0,0,0,0,0,0,43.0,15.1,0.0,G,1023.8,0.0,,
74,725470,2005,3,16,34.5,18.1,10.0,0.0,14.0,20.0,0,0,0,0,0,0,44.1,15.1,0.0,G,0.0,0.0,,
75,725470,2005,3,17,0.0,22.6,6.7,8.2,0.0,0.0,1,0,1,0,0,0,44.1,25.0,0.1,G,1016.0,0.0,,
76,725470,2005,3,18,34.2,28.4,6.1,13.3,18.1,22.0,1,0,0,0,0,0,0.0,25.0,0.0,H,1011.6,0.0,,
78,725470,2005,3,20,33.5,25.3,10.0,6.8,0.0,0.0,0,0,0,0,0,0,42.1,30.0,0.0,G,1021.0,0.0,,
79,725470,2005,3,21,33.8,0.0,0.0,8.0,13.0,0.0,0,0,0,0,0,0,44.1,24.1,0.0,G,1023.0,0.0,,
80,725470,2005,3,22,33.1,26.2,0.0,11.0,0.0,27.0,0,0,0,0,0,0,44.1,24.1,0.0,G,1021.4,0.0,,
81,725470,2005,3,23,35.8,23.8,0.0,12.7,0.0,27.0,1,0,0,0,0,0,46.0,26.2,0.02,G,1015.7,0.0,,
82,725470,2005,3,24,34.3,23.4,0.0,4.8,0.0,0.0,1,0,0,0,0,0,46.0,26.1,0.0,D,1017.1,0.0,,
83,725470,2005,3,25,35.4,31.7,4.7,6.5,13.0,0.0,1,1,1,0,0,0,41.0,26.2,0.03,G,1017.7,0.0,,
84,725470,2005,3,26,37.6,26.1,0.0,5.7,12.0,0.0,0,0,0,0,0,0,48.0,32.0,0.08,G,1020.8,0.0,,
85,725470,2005,3,27,38.6,26.7,0.0,2.3,7.0,0.0,0,0,0,0,0,0,0.0,25.0,0.0,G,1017.1,0.0,,
86,725470,2005,3,28,45.8,30.5,0.0,4.2,0.0,0.0,0,0,0,0,0,0,0.0,25.2,0.0,G,1007.5,0.0,,
88,725470,2005,3,30,58.1,46.2,0.0,14.6,25.1,0.0,1,0,0,1,0,0,70.0,43.0,0.0,G,0.0,0.0,,
89,725470,2005,3,31,48.4,40.4,0.0,18.0,24.1,32.1,1,0,0,0,0,0,0.0,0.0,0.0,,1003.2,0.0,,
90,725470,2005,4,1,0.0,0.0,10.0,8.1,21.0,26.0,0,0,0,0,0,0,54.0,35.1,0.0,G,1018.6,0.0,,
91,725470,2005,4,2,42.2,30.3,10.0,8.6,14.0,18.1,0,0,0,0,0,0,0.0,32.0,0.0,G,1017.6,0.0,,
92,725470,2005,4,3,0.0,0.0,0.0,2.3,8.0,0.0,0,0,0,0,0,0,68.0,32.0,0.0,G,1016.3,0.0,,
93,725470,2005,4,4,0.0,34.4,0.0,11.1,22.0,26.0,0,0,0,0,0,0,0.0,36.0,0.0,G,0.0,0.0,,
94,725470,2005,4,5,62.3,44.5,10.0,11.7,18.1,22.0,0,0,0,0,0,0,0.0,46.0,0.0,G,1007.3,0.0,,
95,725470,2005,4,6,65.1,53.3,8.7,3.7,11.1,0.0,1,0,0,0,0,0,0.0,51.1,0.0,G,1011.2,0.0,,
96,725470,2005,4,7,54.7,46.1,7.7,0.0,20.0,0.0,1,0,0,0,0,0,63.0,44.6,0.55,G,1015.3,0.0,,
97,725470,2005,4,8,53.3,35.1,10.0,4.7,11.1,0.0,0,0,0,0,0,0,68.0,37.0,0.0,G,1017.4,0.0,,
99,725470,2005,4,10,64.7,43.0,0.0,11.4,15.0,20.0,1,0,0,0,0,0,0.0,43.0,0.0,G,1011.7,0.0,,
100,725470,2005,4,11,64.6,0.0,8.2,11.2,22.0,0.0,1,0,0,0,0,0,0.0,53.1,0.0,G,1010.8,0.0,,
101,725470,2005,4,12,50.7,0.0,6.0,13.4,20.0,26.0,1,0,0,0,0,0,73.0,43.0,0.78,G,0.0,0.0,,
102,725470,2005,4,13,45.2,31.7,0.0,12.5,17.1,21.0,1,0,0,0,0,0,0.0,35.1,0.2,G,1018.0,0.0,,
103,725470,2005,4,14,0.0,28.2,10.0,7.5,13.0,0.0,0,0,0,0,0,0,66.0,33.1,0.0,G,1025.4,0.0,,
104,725470,2005,4,15,53.4,0.0,10.0,5.1,11.1,14.0,0,0,0,0,0,0,68.0,33.1,0.0,G,1026.7,0.0,,
105,725470,2005,4,16,53.8,36.7,0.0,5.8,0.0,0.0,1,0,0,0,0,0,68.0,35.1,0.0,G,1026.8,0.0,,
106,725470,2005,4,17,0.0,50.1,7.5,4.7,11.1,0.0,1,0,0,1,0,0,75.2,51.1,0.06,G,1022.5,0.0,,
107,725470,2005,4,18,65.6,50.7,0.0,0.0,18.1,21.0,1,0,0,0,0,0,78.1,51.1,0.0,G,1017.4,0.0,,
109,725470,2005,4,20,64.7,56.7,8.8,0.0,15.0,0.0,1,0,0,0,0,0,75.0,55.0,0.0,G,1011.2,0.0,,
110,725470,2005,4,21,50.0,41.5,0.0,0.0,15.0,0.0,0,0,0,0,0,0,68.0,42.1,0.0,G,1017.3,0.0,,
111,725470,2005,4,22,48.8,40.0,6.5,0.0,12.0,0.0,1,0,0,0,0,0,57.0,42.8,0.47,G,0.0,0.0,,
112,725470,2005,4,23,0.0,26.5,0.0,15.3,20.0,28.0,1,1,0,0,0,0,54.0,0.0,0.06,G,1015.8,0.0,,
113,725470,2005,4,24,41.8,0.0,10.0,14.8,22.0,0.0,0,0,0,0,0,0,0.0,31.1,0.0,G,1013.2,0.0,,
114,725470,2005,4,25,46.1,0.0,10.0,10.0,20.0,24.1,1,0,0,0,0,0,62.1,32.0,0.0,G,0.0,0.0,,
115,725470,2005,4,26,41.2,35.5,0.0,0.0,0.0,0.0,1,0,0,0,0,0,62.1,32.0,0.05,G,0.0,0.0,,
116,725470,2005,4,27,42.6,32.6,10.0,13.0,0.0,27.0,0,0,0,0,0,0,53.1,33.1,0.08,G,0.0,0.0,,
117,725470,2005,4,28,42.8,26.8,10.0,5.1,13.0,0.0,1,0,0,0,0,0,53.1,0.0,0.01,G,1014.6,0.0,,
119,725470,2005,4,30,42.6,26.3,0.0,8.5,0.0,0.0,0,0,0,0,0,0,54.0,0.0,0.0,G,0.0,0.0,,
120,725470,2005,5,1,38.8,28.4,0.0,10.4,20.0,27.0,0,0,0,0,0,0,51.1,30.0,0.01,G,1016.8,0.0,,
121,725470,2005,5,2,36.7,0.0,10.0,12.5,17.1,0.0,0,0,0,0,0,0,45.0,30.2,0.0,D,1018.7,0.0,,
122,725470,2005,5,3,36.3,20.3,10.0,0.0,14.0,0.0,0,0,0,0,0,0,54.0,21.0,0.0,G,1021.8,0.0,,
123,725470,2005,5,4,45.2,20.2,10.0,4.0,0.0,0.0,0,0,0,0,0,0,63.0,21.0,0.0,G,0.0,0.0,,
124,725470,2005,5,5,54.4,27.5,10.0,8.3,14.0,17.1,0,0,0,0,0,0,70.0,26.2,0.0,G,1024.3,0.0,,
125,725470,2005,5,6,60.4,44.1,0.0,10.2,0.0,0.0,1,0,0,1,0,0,0.0,0.0,0.0,G,1018.4,0.0,,
126,725470,2005,5,7,0.0,53.8,7.4,5.5,11.1,0.0,1,0,0,0,0,0,75.0,50.0,0.18,G,1015.4,0.0,,
127,725470,2005,5,8,65.7,54.3,0.0,11.6,21.0,0.0,1,0,0,1,0,0,0.0,52.0,0.15,G,1012.6,0.0,,
129,725470,2005,5,10,63.1,53.5,0.0,0.0,12.0,18.1,0,0,0,0,0,0,0.0,52.0,0.07,G,0.0,0.0,,
130,725470,2005,5,11,60.3,53.4,7.2,0.0,17.1,22.0,1,0,0,0,0,0,75.2,51.8,0.52,G,1015.8,0.0,,
131,725470,2005,5,12,46.0,0.0,0.0,15.2,28.0,35.0,1,0,0,0,0,0,52.0,37.4,0.11,G,1024.3,0.0,,
132,725470,2005,5,13,52.0,0.0,5.2,0.0,17.1,24.1,1,1,0,0,0,0,0.0,0.0,0.58,G,1015.4,0.0,,
133,725470,2005,5,14,0.0,43.1,0.0,12.1,0.0,34.0,1,0,0,0,0,0,0.0,42.1,0.01,G,0.0,0.0,,
134,725470,2005,5,15,45.4,37.3,10.0,12.1,17.1,22.0,0,0,0,0,0,0,57.0,0.0,0.0,G,1016.4,0.0,,
135,725470,2005,5,16,45.1,36.5,0.0,3.4,8.0,0.0,1,0,0,0,0,0,0.0,33.1,0.0,G,0.0,0.0,,
136,725470,2005,5,17,56.1,42.8,10.0,0.0,13.0,20.0,0,0,0,0,0,0,73.0,33.1,0.0,G,1015.6,0.0,,
137,725470,2005,5,18,64.1,46.5,0.0,12.3,20.0,25.1,1,0,0,0,0,0,73.0,46.0,0.0,G,1012.7,0.0,,
139,725470,2005,5,20,0.0,53.0,6.8,0.0,18.1,0.0,0,0,0,0,0,0,70.0,51.8,0.01,G,1013.7,0.0,,
140,725470,2005,5,21,58.5,47.2,0.0,5.6,15.0,0.0,1,0,0,0,0,0,68.0,0.0,0.0,G,1017.1,0.0,,
141,725470,2005,5,22,64.0,0.0,0.0,0.0,24.1,0.0,1,0,0,0,0,0,75.0,48.0,0.25,G,1010.7,0.0,,
142,725470,2005,5,23,63.3,48.5,10.0,10.0,15.0,21.0,0,0,0,0,0,0,75.0,55.0,0.01,G,1007.8,0.0,,
143,725470,2005,5,24,60.8,47.4,0.0,6.3,11.1,15.0,0,0,0,0,0,0,73.0,44.1,0.0,G,1014.6,0.0,,
144,725470,2005,5,25,60.3,46.3,10.0,5.7,11.1,0.0,0,0,0,0,0,0,73.0,44.1,0.0,G,0.0,0.0,,
145,725470,2005,5,26,61.7,0.0,10.0,11.8,0.0,0.0,1,0,0,0,0,0,71.1,48.0,0.01,G,1014.6,0.0,,
146,725470,2005,5,27,55.2,45.7,0.0,7.6,0.0,0.0,1,0,0,1,0,0,71.1,46.0,0.12,D,1012.8,0.0,,
147,725470,2005,5,28,54.5,45.1,10.0,7.3,15.0,18.1,0,0,0,0,0,0,66.0,45.0,0.0,C,1011.6,0.0,,
149,725470,2005,5,30,60.2,0.0,7.7,4.4,0.0,0.0,1,0,0,0,0,0,0.0,43.0,0.03,G,1015.8,0.0,,
150,725470,2005,5,31,64.7,46.0,10.0,5.0,0.0,0.0,0,0,0,0,0,0,77.0,52.0,0.0,G,1018.7,0.0,,
151,725470,2005,6,1,67.4,0.0,10.0,7.2,13.0,18.1,0,0,0,0,0,0,81.0,54.0,0.0,G,1017.0,0.0,,
152,725470,2005,6,2,71.1,50.4,10.0,0.0,14.0,15.0,0,0,0,0,0,0,82.0,54.0,0.0,G,1013.6,0.0,,
153,725470,2005,6,3,66.1,57.0,7.1,7.6,15.0,20.0,0,0,0,0,0,0,82.0,0.0,0.0,G,1011.1,0.0,,
154,725470,2005,6,4,0.0,62.4,6.5,11.3,17.1,21.0,1,0,0,0,0,0,0.0,62.1,0.0,G,1007.2,0.0,,
155,725470,2005,6,5,71.4,63.5,0.0,13.6,45.1,0.0,1,1,0,0,0,0,80.1,61.0,1.16,G,1005.1,0.0,,
156,725470,2005,6,6,71.1,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,86.0,0.0,0.14,G,0.0,0.0,,
157,725470,2005,6,7,76.0,63.3,10.0,8.3,15.0,0.0,0,0,0,0,0,0,88.0,0.0,0.0,G,0.0,0.0,,
158,725470,2005,6,8,72.8,63.1,0.0,0.0,18.1,0.0,1,0,0,0,0,0,88.0,63.0,0.0,G,1007.8,0.0,,
160,725470,2005,6,10,76.4,67.2,0.0,8.3,12.0,18.1,0,0,0,0,0,0,87.1,64.0,0.0,G,1011.0,0.0,,
161,725470,2005,6,11,74.2,66.2,0.0,10.8,0.0,31.1,1,0,0,0,0,0,87.1,66.0,0.13,G,0.0,0.0,,
162,725470,2005,6,12,74.1,67.2,0.0,7.4,18.1,35.0,1,0,0,0,0,0,0.0,66.0,0.21,G,0.0,0.0,,
163,725470,2005,6,13,74.8,66.4,0.0,7.3,13.0,18.1,0,0,0,0,0,0,84.0,68.0,0.0,G,1006.7,0.0,,
164,725470,2005,6,14,68.6,0.0,0.0,0.0,0.0,25.1,1,0,0,0,0,0,82.0,63.0,0.07,G,1002.8,0.0,,
165,725470,2005,6,15,0.0,0.0,10.0,12.8,17.1,0.0,0,0,0,0,0,0,0.0,62.1,0.0,D,1007.8,0.0,,
166,725470,2005,6,16,64.5,50.1,10.0,6.6,11.1,0.0,0,0,0,0,0,0,77.0,52.0,0.0,G,1014.3,0.0,,
167,725470,2005,6,17,66.1,0.0,10.0,5.2,0.0,15.0,0,0,0,0,0,0,77.0,0.0,0.0,G,1013.8,0.0,,
168,725470,2005,6,18,65.8,52.1,10.0,4.6,8.0,0.0,0,0,0,0,0,0,78.1,0.0,0.0,G,1016.5,0.0,,
170,725470,2005,6,20,70.6,56.8,0.0,3.6,0.0,0.0,0,0,0,0,0,0,84.0,55.0,0.0,G,0.0,0.0,,
171,725470,2005,6,21,74.7,61.7,10.0,5.8,11.1,0.0,0,0,0,0,0,0,87.1,55.0,0.0,G,1018.8,0.0,,
172,725470,2005,6,22,75.4,58.2,10.0,6.2,13.0,0.0,0,0,0,0,0,0,87.1,62.1,0.0,G,0.0,0.0,,
173,725470,2005,6,23,0.0,61.1,10.0,10.4,0.0,0.0,0,0,0,0,0,0,0.0,64.0,0.0,G,1016.3,0.0,,
174,725470,2005,6,24,80.4,66.7,7.1,11.1,15.0,0.0,0,0,0,0,0,0,0.0,68.0,0.0,G,1013.4,0.0,,
175,725470,2005,6,25,0.0,67.1,0.0,6.3,0.0,22.0,0,0,0,0,0,0,0.0,68.0,0.0,G,1016.4,0.0,,
176,725470,2005,6,26,75.1,0.0,6.0,7.1,0.0,58.1,1,1,0,0,0,0,87.1,68.0,0.0,,1017.5,0.0,,
177,725470,2005,6,27,0.0,68.6,4.2,8.4,11.1,0.0,0,0,0,0,0,0,0.0,0.0,0.01,G,1016.1,0.0,,
178,725470,2005,6,28,73.4,65.2,0.0,5.4,0.0,32.1,1,0,0,0,0,0,0.0,0.0,0.01,G,1014.7,0.0,,
180,725470,2005,6,30,76.4,65.5,8.1,12.4,21.0,33.0,1,0,0,0,0,0,87.1,64.0,0.15,G,1010.2,0.0,,
181,725470,2005,7,1,66.6,53.6,10.0,0.0,13.0,0.0,0,0,0,0,0,0,80.1,0.0,0.1,G,1011.6,0.0,,
182,725470,2005,7,2,63.0,52.1,10.0,4.1,8.0,0.0,0,0,0,0,0,0,73.0,51.1,0.0,G,1015.8,0.0,,
183,725470,2005,7,3,66.5,57.3,0.0,8.2,20.0,26.0,1,0,0,1,0,0,81.0,51.1,0.0,G,1012.3,0.0,,
184,725470,2005,7,4,71.6,65.8,8.4,7.1,13.0,21.0,1,0,0,0,0,0,81.0,57.0,0.04,G,1011.6,0.0,,
185,725470,2005,7,5,0.0,60.3,8.0,5.1,11.1,0.0,1,0,0,0,0,0,80.1,0.0,0.17,G,1016.4,0.0,,
186,725470,2005,7,6,67.3,0.0,8.2,5.1,0.0,0.0,0,0,0,0,0,0,80.1,0.0,0.0,G,1018.3,0.0,,
187,725470,2005,7,7,0.0,0.0,7.7,4.0,8.0,0.0,1,0,0,0,0,0,82.0,0.0,0.0,G,0.0,0.0,,
188,725470,2005,7,8,0.0,0.0,10.0,3.4,6.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,G,0.0,0.0,,
190,725470,2005,7,10,76.5,61.2,0.0,6.0,0.0,18.1,0,0,0,0,0,0,87.1,63.0,0.0,G,0.0,0.0,,
191,725470,2005,7,11,74.2,57.5,0.0,4.0,0.0,0.0,0,0,0,0,0,0,87.1,60.1,0.0,G,1018.1,0.0,,
192,725470,2005,7,12,76.1,61.5,0.0,5.8,13.0,0.0,0,0,0,0,0,0,0.0,60.1,0.0,G,1016.3,0.0,,
193,725470,2005,7,13,0.0,62.3,0.0,7.7,12.0,0.0,0,0,0,0,0,0,0.0,68.0,0.0,G,1015.8,0.0,,
194,725470,2005,7,14,78.1,64.8,8.6,0.0,0.0,0.0,0,0,0,0,0,0,0.0,64.0,0.0,G,1015.0,0.0,,
195,725470,2005,7,15,0.0,64.4,8.3,3.5,0.0,18.1,0,0,0,0,0,0,0.0,64.0,0.0,G,1015.6,0.0,,
196,725470,2005,7,16,77.8,62.3,8.7,1.8,6.0,0.0,0,0,0,0,0,0,0.0,63.0,0.0,G,1015.3,0.0,,
197,725470,2005,7,17,80.6,65.6,8.5,5.4,12.0,0.0,0,0,0,0,0,0,0.0,63.0,0.0,G,0.0,0.0,,
198,725470,2005,7,18,78.6,63.4,0.0,0.0,18.1,0.0,0,0,0,0,0,0,0.0,68.0,0.0,G,1010.7,0.0,,
200,725470,2005,7,20,75.2,64.4,0.0,0.0,0.0,0.0,1,0,0,1,0,0,88.0,0.0,0.0,G,1014.4,0.0,,
201,725470,2005,7,21,78.0,71.0,0.0,5.7,0.0,28.0,1,0,0,1,0,0,87.1,66.0,0.56,G,0.0,0.0,,
202,725470,2005,7,22,76.6,66.6,0.0,3.5,8.0,0.0,0,0,0,0,0,0,88.0,64.0,0.08,G,1018.1,0.0,,
203,725470,2005,7,23,75.8,68.0,8.7,0.0,21.0,28.0,1,0,0,0,0,0,88.0,64.0,0.0,G,1018.3,0.0,,
204,725470,2005,7,24,83.8,73.4,7.5,12.2,17.1,22.0,0,0,0,0,0,0,0.0,71.1,0.18,G,1012.7,0.0,,
205,725470,2005,7,25,81.2,71.1,0.0,5.8,15.0,0.0,1,0,0,0,0,0,0.0,0.0,0.01,G,1012.2,0.0,,
206,725470,2005,7,26,70.7,65.6,8.6,10.5,24.1,34.0,1,0,0,0,0,0,0.0,64.0,0.31,G,0.0,0.0,,
207,725470,2005,7,27,63.7,52.3,10.0,0.0,11.1,0.0,0,0,0,0,0,0,0.0,53.1,0.08,G,1018.6,0.0,,
208,725470,2005,7,28,63.7,52.1,10.0,0.0,11.1,0.0,0,0,0,0,0,0,77.0,51.1,0.0,G,1020.0,0.0,,
210,725470,2005,7,30,73.3,62.7,0.0,6.4,12.0,0.0,0,0,0,0,0,0,0.0,57.0,0.0,G,1023.1,0.0,,
211,725470,2005,7,31,76.8,64.2,0.0,8.4,12.0,0.0,1,0,0,0,0,0,0.0,62.1,0.0,G,0.0,0.0,,
212,725470,2005,8,1,74.7,0.0,6.8,0.0,11.1,0.0,0,0,0,0,0,0,0.0,61.0,0.0,G,0.0,0.0,,
213,725470,2005,8,2,78.5,65.4,5.2,8.2,14.0,17.1,0,0,0,0,0,0,0.0,61.0,0.0,G,1016.8,0.0,,
214,725470,2005,8,3,80.8,68.1,5.2,11.2,0.0,24.1,1,0,0,1,0,0,0.0,0.0,0.0,G,1013.0,0.0,,
215,725470,2005,8,4,0.0,63.6,0.0,10.5,21.0,31.1,0,0,0,0,0,0,0.0,0.0,0.01,G,1015.0,0.0,,
