,station_num,year,month,day,temp_ft,dewpt_ft,visib_mi,wind_knt,maxwind_knt,GUST,fog,rain,snow,hail,thunder,tornado,max_temp_frnht,min_temp_frnht,precip_in,precip_flag,slp_mb,STP,SNDP,WBAN
161,710823,2005,6,11,28.6,28.6,3.5,4.8,6.0,0.0,0,0,0,0,0,0,36.1,26.6,0.0,G,1014.8,1010.8,0.0,
162,710823,2005,6,12,28.3,28.3,3.6,0.0,6.0,0.0,0,0,0,0,0,0,30.6,27.1,0.0,G,1017.3,1013.3,0.0,
163,710823,2005,6,13,42.0,33.4,11.7,11.1,0.0,0.0,0,0,0,0,0,0,46.4,30.4,0.04,G,1017.3,1013.1,0.0,
164,710823,2005,6,14,46.3,36.4,12.2,15.5,0.0,28.0,0,0,0,0,0,0,0.0,0.0,0.02,G,1017.3,1013.4,0.0,
165,710823,2005,6,15,36.5,34.8,12.1,4.3,0.0,0.0,1,0,0,0,0,0,0.0,32.0,0.0,G,1017.6,1013.8,0.0,
166,710823,2005,6,16,0.0,34.2,12.0,8.0,0.0,0.0,1,0,0,0,0,0,48.2,0.0,0.02,G,1015.4,1011.6,0.0,
167,710823,2005,6,17,40.4,0.0,12.0,14.7,0.0,26.0,0,0,0,0,0,0,46.4,32.0,0.02,G,1015.2,1010.8,0.0,
168,710823,2005,6,18,36.5,32.3,0.0,0.0,14.0,0.0,0,0,0,0,0,0,0.0,31.8,0.0,G,1018.8,1014.6,0.0,
170,710823,2005,6,20,33.0,31.5,0.0,7.0,0.0,0.0,1,0,0,0,0,0,0.0,31.3,0.0,G,1014.2,1010.4,0.0,
171,710823,2005,6,21,0.0,28.7,12.0,0.0,12.0,0.0,1,0,1,0,0,0,34.0,30.0,0.0,G,1010.8,1007.0,0.0,
172,710823,2005,6,22,30.5,27.8,11.4,11.0,14.0,0.0,0,0,0,0,0,0,32.5,0.0,0.0,G,1007.7,1003.7,0.0,
173,710823,2005,6,23,31.0,28.2,11.3,4.2,0.0,0.0,0,0,0,0,0,0,32.4,0.0,0.0,G,0.0,1005.0,0.0,
174,710823,2005,6,24,32.3,0.0,8.7,4.3,0.0,0.0,0,0,0,0,0,0,34.3,30.7,0.0,G,1007.1,1003.2,0.0,
175,710823,2005,6,25,0.0,30.6,8.7,4.6,7.0,0.0,0,0,0,0,0,0,35.4,0.0,0.0,G,1008.0,1004.1,0.0,
176,710823,2005,6,26,32.8,30.5,11.6,0.0,6.0,0.0,0,0,0,0,0,0,33.8,31.8,0.0,G,1011.0,1006.5,0.0,
177,710823,2005,6,27,33.0,31.1,8.4,10.4,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,G,1008.4,1004.8,0.0,
178,710823,2005,6,28,32.2,31.8,7.3,7.0,11.1,0.0,1,0,1,0,0,0,0.0,31.3,0.0,G,1005.1,1001.5,0.0,
180,710823,2005,6,30,33.5,31.5,10.1,4.0,6.0,0.0,1,0,0,0,0,0,0.0,31.5,0.0,G,1005.5,1001.3,0.0,
181,710823,2005,7,1,33.7,32.1,10.8,3.8,7.0,0.0,0,0,0,0,0,0,35.6,31.8,0.0,G,1008.3,1004.2,0.0,
182,710823,2005,7,2,36.1,32.5,8.7,3.4,4.1,0.0,0,0,0,0,0,0,40.1,31.8,0.0,G,0.0,1006.0,0.0,
183,710823,2005,7,3,36.1,32.5,8.7,3.5,6.0,0.0,0,0,0,0,0,0,40.5,0.0,0.0,G,1010.2,1006.3,0.0,
184,710823,2005,7,4,33.5,30.7,11.2,2.8,5.1,0.0,1,0,0,0,0,0,38.8,30.7,0.0,G,1003.5,1000.2,0.0,
185,710823,2005,7,5,36.2,32.5,11.4,4.0,8.0,0.0,0,0,0,0,0,0,40.3,30.7,0.04,G,0.0,1002.8,0.0,
186,710823,2005,7,6,0.0,33.1,12.2,4.8,0.0,0.0,0,0,0,0,0,0,41.0,35.6,0.0,G,1002.5,0.0,0.0,
187,710823,2005,7,7,0.0,35.2,12.3,15.4,27.0,32.1,0,0,0,0,0,0,0.0,35.1,0.04,G,1004.1,0.0,0.0,
188,710823,2005,7,8,38.5,33.4,12.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,33.6,0.0,G,1004.4,1001.4,0.0,
190,710823,2005,7,10,35.8,32.7,8.5,4.2,6.0,0.0,0,0,0,0,0,0,37.0,0.0,0.0,G,1010.2,1006.3,0.0,
191,710823,2005,7,11,35.7,32.3,11.8,4.6,7.0,0.0,0,0,0,0,0,0,38.5,32.5,0.0,G,1003.0,0.0,0.0,
192,710823,2005,7,12,0.0,0.0,10.5,3.8,6.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,G,0.0,0.0,0.0,
193,710823,2005,7,13,34.1,31.6,11.7,3.3,5.1,0.0,1,0,0,0,0,0,36.3,0.0,0.0,G,0.0,0.0,0.0,
194,710823,2005,7,14,35.0,32.8,0.0,3.1,6.0,0.0,1,1,0,0,0,0,37.4,33.1,0.02,G,1004.8,1000.4,0.0,
195,710823,2005,7,15,33.8,32.3,0.0,3.6,7.0,0.0,1,0,0,0,0,0,37.4,32.0,0.08,G,1010.5,1006.0,0.0,
196,710823,2005,7,16,34.5,32.6,0.0,3.8,7.0,0.0,1,0,0,0,0,0,37.2,32.0,0.0,G,1011.3,1007.2,0.0,
197,710823,2005,7,17,37.4,32.4,10.4,5.5,0.0,0.0,0,0,0,0,0,0,41.2,32.0,0.0,G,1012.1,1008.1,0.0,
198,710823,2005,7,18,36.6,33.5,11.4,4.8,8.0,0.0,0,0,0,0,0,0,38.7,33.8,0.0,G,1010.7,1006.6,0.0,
200,710823,2005,7,20,32.7,32.2,6.8,3.5,6.0,0.0,1,0,0,0,0,0,35.2,31.5,0.02,G,1011.4,1008.1,0.0,
201,710823,2005,7,21,0.0,35.1,12.1,13.3,35.0,0.0,1,0,0,0,0,0,55.4,32.0,0.2,G,0.0,1004.5,0.0,
202,710823,2005,7,22,37.5,34.3,10.8,3.2,5.1,0.0,0,0,0,0,0,0,55.0,34.2,0.0,G,1017.1,1013.2,0.0,
203,710823,2005,7,23,43.6,36.1,0.0,3.1,8.0,0.0,0,0,0,0,0,0,53.6,36.7,0.0,G,1015.4,1011.4,0.0,
204,710823,2005,7,24,0.0,35.1,11.1,7.2,13.6,0.0,1,0,0,0,0,0,51.8,33.8,0.1,G,1018.1,1013.6,0.0,
205,710823,2005,7,25,31.5,31.3,4.7,4.5,7.0,0.0,1,0,0,0,0,0,33.3,28.2,0.0,G,1027.6,1023.3,0.0,
206,710823,2005,7,26,0.0,28.8,6.8,0.0,6.0,0.0,1,0,0,0,0,0,36.1,26.6,0.02,G,1025.0,0.0,0.0,
207,710823,2005,7,27,40.0,31.3,13.5,0.0,11.1,0.0,1,0,0,0,0,0,42.8,37.4,0.0,G,1020.5,1016.7,0.0,
208,710823,2005,7,28,34.8,33.2,10.2,2.6,4.1,0.0,0,0,0,0,0,0,43.5,30.6,0.0,G,0.0,1015.5,0.0,
210,710823,2005,7,30,35.7,33.3,7.7,8.4,0.0,0.0,0,0,0,0,0,0,37.8,30.0,0.0,G,1008.8,0.0,0.0,
211,710823,2005,7,31,31.2,30.2,0.0,4.5,6.0,0.0,0,0,0,0,0,0,37.8,0.0,0.0,G,1008.0,1004.0,0.0,
212,710823,2005,8,1,31.4,0.0,11.6,4.8,6.0,0.0,1,0,0,0,0,0,33.8,0.0,0.0,G,1008.2,1004.2,0.0,
213,710823,2005,8,2,33.6,0.0,13.2,0.0,4.1,0.0,0,0,0,0,0,0,36.3,0.0,0.0,G,0.0,1007.2,0.0,
214,710823,2005,8,3,37.2,32.7,11.4,5.1,8.0,0.0,0,0,0,0,0,0,41.0,33.4,0.0,G,1014.5,1010.2,0.0,
215,710823,2005,8,4,40.0,33.0,12.3,2.5,4.1,0.0,0,0,0,0,0,0,42.8,37.4,0.0,G,1017.5,1013.3,0.0,
216,710823,2005,8,5,0.0,33.2,11.1,0.0,6.0,0.0,1,0,0,0,0,0,42.4,35.4,0.0,G,0.0,1015.4,0.0,
217,710823,2005,8,6,35.7,33.4,12.0,2.6,4.1,0.0,0,0,0,0,0,0,40.8,33.8,0.0,G,1022.6,1018.2,0.0,
218,710823,2005,8,7,35.1,32.8,8.7,2.4,5.1,0.0,0,0,0,0,0,0,38.8,0.0,0.02,G,1021.7,1017.7,0.0,
219,710823,2005,8,8,32.8,31.3,8.4,3.8,5.1,0.0,1,0,0,0,0,0,34.2,30.2,0.0,G,1017.2,1013.4,0.0,
221,710823,2005,8,10,31.2,0.0,0.0,3.5,5.1,0.0,1,0,0,0,0,0,34.3,0.0,0.0,G,1016.8,1012.7,0.0,
222,710823,2005,8,11,30.5,28.7,12.8,0.0,5.1,0.0,0,0,0,0,0,0,34.3,0.0,0.0,G,1017.4,1013.4,0.0,
223,710823,2005,8,12,28.1,27.0,5.8,4.7,6.0,0.0,1,1,1,0,0,0,31.6,26.1,0.0,G,1018.1,1014.0,0.0,
224,710823,2005,8,13,31.5,30.7,5.4,8.3,13.0,0.0,1,0,0,0,0,0,33.8,28.4,0.0,G,1022.2,1018.0,0.0,
225,710823,2005,8,14,31.8,30.8,6.7,11.1,14.0,18.1,1,1,0,0,0,0,32.4,30.2,0.0,G,1020.3,1016.5,0.0,
226,710823,2005,8,15,0.0,27.7,11.3,7.1,11.1,0.0,0,0,0,0,0,0,31.1,28.4,0.0,G,1017.6,1013.6,0.0,
227,710823,2005,8,16,28.2,25.8,12.6,6.8,12.0,0.0,1,0,0,0,0,0,0.0,26.4,0.0,G,1015.0,1011.0,0.0,
228,710823,2005,8,17,27.0,25.4,8.6,4.5,8.0,0.0,1,0,0,0,0,0,28.4,24.8,0.0,G,1012.4,1008.6,0.0,
229,710823,2005,8,18,0.0,28.3,7.2,6.8,0.0,0.0,1,0,0,0,0,0,0.0,25.5,0.1,G,0.0,1005.1,0.0,
231,710823,2005,8,20,31.0,30.2,8.2,0.0,4.1,0.0,1,0,0,0,0,0,34.5,0.0,0.06,G,1005.2,1001.2,0.0,
232,710823,2005,8,21,31.6,31.0,5.8,2.2,5.1,0.0,0,0,0,0,0,0,34.5,0.0,0.02,G,1003.8,0.0,0.0,
233,710823,2005,8,22,32.2,31.2,8.8,1.6,5.1,0.0,1,0,0,0,0,0,34.2,30.6,0.04,G,1002.3,0.0,0.0,
234,710823,2005,8,23,31.2,30.3,8.4,3.1,6.0,0.0,1,0,1,0,0,0,33.6,0.0,0.02,G,1004.0,0.0,0.0,
235,710823,2005,8,24,0.0,0.0,7.6,3.8,6.0,0.0,1,0,1,0,0,0,31.3,28.2,0.0,G,1006.6,1002.3,0.0,
236,710823,2005,8,25,27.2,26.5,0.0,1.5,4.1,0.0,0,0,0,0,0,0,32.4,20.3,0.0,G,1006.7,1002.6,0.0,
237,710823,2005,8,26,32.3,28.7,10.4,2.3,7.0,0.0,0,0,0,0,0,0,37.2,20.3,0.02,G,0.0,1004.7,0.0,
238,710823,2005,8,27,31.8,28.3,8.7,1.8,0.0,0.0,0,0,0,0,0,0,37.0,0.0,0.0,G,1011.2,1007.2,0.0,
239,710823,2005,8,28,0.0,27.1,7.7,3.0,6.0,0.0,0,0,0,0,0,0,35.6,23.7,0.0,G,1011.4,1007.4,0.0,
241,710823,2005,8,30,25.5,23.8,11.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,24.1,0.04,G,1011.4,1007.1,0.0,
242,710823,2005,8,31,20.6,0.0,10.4,2.7,7.0,0.0,1,0,0,0,0,0,0.0,15.1,0.0,G,1012.0,1008.1,0.0,
273,710823,2005,10,1,7.4,0.0,0.0,12.8,22.0,26.0,1,0,0,0,0,0,0.0,-3.5,0.0,G,1003.2,1000.8,0.0,
274,710823,2005,10,2,3.2,0.3,4.7,0.0,21.0,0.0,1,0,0,0,0,0,0.0,0.0,0.02,G,0.0,1002.3,0.0,
275,710823,2005,10,3,-6.2,-12.6,10.1,3.8,6.0,0.0,1,0,0,0,0,0,2.1,-14.1,0.0,G,1021.4,1016.4,0.0,
276,710823,2005,10,4,-8.1,0.0,3.5,3.4,5.1,0.0,1,0,0,0,0,0,-0.2,-15.2,0.0,G,1020.5,1016.6,0.0,
277,710823,2005,10,5,-3.0,-8.6,3.0,5.8,0.0,0.0,1,0,0,0,0,0,1.4,-6.0,0.02,G,0.0,0.0,0.0,
278,710823,2005,10,6,2.0,-3.4,6.6,0.0,13.0,0.0,1,0,0,0,0,0,0.0,-6.7,0.02,G,1012.7,1008.3,0.0,
279,710823,2005,10,7,0.5,-5.3,2.6,0.0,12.0,0.0,1,0,0,0,0,0,0.0,-2.4,0.02,C,1014.0,0.0,0.0,
280,710823,2005,10,8,-1.7,-7.6,3.5,2.0,6.0,0.0,0,0,0,0,0,0,2.1,-6.5,0.08,G,1015.2,1011.0,0.0,
282,710823,2005,10,10,0.0,-17.7,8.7,1.5,5.8,0.0,0,0,0,0,0,0,1.4,-18.6,0.0,G,1016.6,1012.4,0.0,
283,710823,2005,10,11,-16.6,-24.6,12.0,1.2,0.0,0.0,0,0,0,0,0,0,-2.6,-27.4,0.0,G,1011.2,1007.3,0.0,
284,710823,2005,10,12,-16.6,-24.0,10.1,2.8,7.0,0.0,1,0,0,0,0,0,-5.8,-22.0,0.0,G,1010.7,1006.2,0.0,
285,710823,2005,10,13,0.0,-14.2,0.0,1.5,0.0,0.0,1,0,0,0,0,0,4.1,-17.1,0.0,G,1014.6,1010.3,0.0,
286,710823,2005,10,14,8.6,6.2,3.3,2.7,7.0,0.0,0,0,0,0,0,0,10.8,0.0,0.06,G,1023.6,0.0,0.0,
287,710823,2005,10,15,-6.3,-12.3,4.4,0.5,0.0,0.0,0,0,0,0,0,0,11.3,-12.5,0.0,G,1031.5,1027.3,0.0,
288,710823,2005,10,16,-16.3,-23.4,7.7,0.6,0.0,0.0,0,0,0,0,0,0,-3.3,-20.6,0.0,G,0.0,1025.4,0.0,
289,710823,2005,10,17,-15.3,-20.3,0.0,2.3,5.1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,G,1021.2,0.0,0.0,
290,710823,2005,10,18,-0.5,-6.4,0.0,4.6,14.0,27.0,0,0,0,0,0,0,12.6,-8.1,0.08,G,1025.2,0.0,0.0,
292,710823,2005,10,20,16.6,0.0,10.7,8.4,26.0,0.0,0,0,0,0,0,0,0.0,8.1,0.24,G,1021.7,1016.6,0.0,
293,710823,2005,10,21,11.3,10.2,8.5,0.0,18.1,0.0,0,0,0,0,0,0,0.0,4.3,0.0,G,1017.7,1013.7,0.0,
294,710823,2005,10,22,16.6,16.0,4.4,1.8,6.0,0.0,0,0,0,0,0,0,24.6,4.3,0.04,G,1025.8,1021.7,0.0,
295,710823,2005,10,23,0.0,7.8,8.7,4.5,14.0,0.0,0,0,0,0,0,0,20.3,0.3,0.02,G,1026.6,1022.5,0.0,
296,710823,2005,10,24,12.6,7.3,10.1,0.0,0.0,0.0,0,0,0,0,0,0,28.0,0.1,0.06,G,1011.5,1007.6,0.0,
297,710823,2005,10,25,13.5,4.5,10.7,23.1,0.0,35.0,0,0,0,0,0,0,28.0,-0.8,0.22,G,1010.8,0.0,0.0,
298,710823,2005,10,26,0.0,8.3,6.5,6.1,15.0,0.0,1,0,0,0,0,0,0.0,7.3,0.0,G,1018.8,1014.0,0.0,
299,710823,2005,10,27,5.5,2.3,0.0,4.8,8.0,0.0,1,0,0,0,0,0,7.7,0.0,0.0,G,1023.2,0.0,0.0,
300,710823,2005,10,28,-0.2,-3.3,0.0,4.0,0.0,0.0,1,0,0,0,0,0,6.6,-2.6,0.0,G,0.0,0.0,0.0,
302,710823,2005,10,30,-11.0,-16.4,7.2,2.7,8.0,0.0,0,0,0,0,0,0,-5.8,0.0,0.0,G,1005.7,1001.5,0.0,
303,710823,2005,10,31,-6.7,-15.4,0.0,8.7,0.0,0.0,0,0,0,0,0,0,-1.5,0.0,0.02,G,1006.3,1002.4,0.0,
304,710823,2005,11,1,-3.8,-10.3,0.0,7.4,0.0,0.0,1,0,0,0,0,0,-0.2,-13.2,0.0,G,1004.4,1000.2,0.0,
305,710823,2005,11,2,0.0,-17.7,0.0,4.8,11.1,0.0,0,0,0,0,0,0,-0.2,-15.5,0.0,G,1008.2,1004.0,0.0,
306,710823,2005,11,3,-14.2,-20.1,0.0,0.8,6.0,0.0,1,0,0,0,0,0,-13.0,-16.6,0.02,G,1011.8,1007.1,0.0,
307,710823,2005,11,4,-15.6,-22.7,10.8,3.7,0.0,0.0,0,0,0,0,0,0,-12.8,-20.2,0.0,G,1007.6,1004.1,0.0,
308,710823,2005,11,5,-8.1,-13.8,3.8,6.8,0.0,0.0,0,0,0,0,0,0,0.0,-13.5,0.06,G,1003.0,0.0,0.0,
309,710823,2005,11,6,-3.0,0.0,3.5,13.5,21.0,0.0,0,0,0,0,0,0,-1.5,-11.6,0.0,G,1008.2,1004.1,0.0,
310,710823,2005,11,7,1.0,-6.5,0.0,14.6,20.0,0.0,0,0,0,0,0,0,4.1,-5.3,0.02,G,1013.8,0.0,0.0,
311,710823,2005,11,8,-8.2,-16.7,11.1,4.7,11.1,0.0,0,0,0,0,0,0,4.1,-13.2,0.0,G,1014.7,1010.4,0.0,
313,710823,2005,11,10,-22.4,0.0,10.8,0.4,0.0,0.0,0,0,0,0,0,0,-8.7,-28.5,0.0,G,1015.8,1011.0,0.0,
314,710823,2005,11,11,-23.0,-30.2,8.7,1.2,5.1,0.0,0,0,0,0,0,0,-15.3,-27.0,0.0,G,0.0,0.0,0.0,
315,710823,2005,11,12,-16.8,-23.8,8.7,1.0,0.0,0.0,0,0,0,0,0,0,-8.1,0.0,0.0,G,1022.4,1018.1,0.0,
316,710823,2005,11,13,0.0,0.0,6.7,1.5,6.0,0.0,0,0,0,0,0,0,-13.4,0.0,0.0,G,1015.8,1011.5,0.0,
317,710823,2005,11,14,-23.2,0.0,0.0,1.0,7.0,0.0,1,0,0,0,0,0,-16.6,-26.7,0.0,G,0.0,1015.7,0.0,
318,710823,2005,11,15,-20.1,-26.3,11.5,1.3,0.0,0.0,0,0,0,0,0,0,-5.4,0.0,0.0,G,1025.3,1020.7,0.0,
319,710823,2005,11,16,-22.8,-30.6,0.0,0.0,0.0,0.0,1,0,0,0,0,0,-15.3,0.0,0.0,G,1018.3,1014.1,0.0,
320,710823,2005,11,17,0.0,-25.6,0.0,1.5,4.1,0.0,0,0,0,0,0,0,-15.0,0.0,0.0,G,1011.1,1007.5,0.0,
321,710823,2005,11,18,0.0,-24.8,5.1,0.8,0.0,0.0,0,0,0,0,0,0,0.0,-27.8,0.02,G,1007.5,1003.3,0.0,
323,710823,2005,11,20,-13.7,0.0,3.6,1.7,5.1,0.0,0,0,0,0,0,0,-7.2,-16.4,0.0,G,0.0,0.0,0.0,
324,710823,2005,11,21,-10.7,-15.7,11.1,1.0,4.1,0.0,1,0,0,0,0,0,-6.7,-16.4,0.0,G,0.0,0.0,0.0,
325,710823,2005,11,22,0.2,-2.3,0.0,0.4,0.0,0.0,1,0,0,0,0,0,3.2,-6.7,0.02,G,1010.7,1006.1,0.0,
326,710823,2005,11,23,-2.4,0.0,12.0,1.3,4.1,0.0,1,0,0,0,0,0,3.4,-6.7,0.0,G,1030.1,1023.4,0.0,
327,710823,2005,11,24,-4.3,-8.7,0.0,1.8,4.1,0.0,1,0,0,0,0,0,1.4,-12.1,0.0,G,1030.8,1027.2,0.0,
328,710823,2005,11,25,1.2,0.0,8.7,2.8,8.0,0.0,0,0,0,0,0,0,4.3,-14.3,0.02,G,1027.4,1023.2,0.0,
329,710823,2005,11,26,-5.2,-10.8,8.7,4.0,7.0,0.0,0,0,0,0,0,0,4.3,-13.4,0.0,G,1025.0,1020.8,0.0,
330,710823,2005,11,27,-12.6,0.0,8.7,2.7,6.0,0.0,0,0,0,0,0,0,2.7,0.0,0.0,G,1027.0,1022.8,0.0,
331,710823,2005,11,28,0.0,-14.2,6.2,5.3,0.0,0.0,1,0,0,0,0,0,-6.0,0.0,0.02,G,0.0,1022.4,0.0,
333,710823,2005,11,30,-16.2,-22.2,0.0,0.0,11.1,0.0,1,0,0,0,0,0,-7.4,-30.3,0.02,G,1016.1,1012.1,0.0,
334,710823,2005,12,1,-23.1,-30.2,12.4,1.4,5.1,0.0,0,0,0,0,0,0,-7.4,-30.1,0.0,G,1015.4,1010.8,0.0,
335,710823,2005,12,2,1.1,-1.0,2.7,0.0,13.0,0.0,1,0,0,0,0,0,5.0,-16.4,0.02,G,1014.0,0.0,0.0,
336,710823,2005,12,3,-2.0,-5.5,0.0,3.2,0.0,0.0,1,0,0,0,0,0,4.5,-4.0,0.0,G,1018.3,1013.6,0.0,
337,710823,2005,12,4,0.0,0.0,6.0,2.0,5.1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,G,1023.8,0.0,0.0,
338,710823,2005,12,5,-8.2,-13.4,7.0,0.0,20.0,0.0,0,0,0,0,0,0,-2.6,-14.1,0.0,G,0.0,1016.1,0.0,
339,710823,2005,12,6,-15.3,-21.4,4.4,24.2,0.0,41.0,0,0,0,0,0,0,-7.2,-21.3,0.22,G,1006.6,0.0,0.0,
340,710823,2005,12,7,-10.1,-15.7,0.7,34.2,41.0,0.0,0,0,0,0,0,0,-7.6,-14.8,0.0,I,1000.6,0.0,0.0,
341,710823,2005,12,8,-12.1,-16.6,6.4,16.8,0.0,42.0,0,0,0,0,0,0,-6.2,-22.7,1.32,G,0.0,1001.0,0.0,
343,710823,2005,12,10,0.0,0.0,8.7,0.0,0.0,0.0,0,0,0,0,0,0,-13.5,-24.3,0.02,G,1005.4,1001.2,0.0,
344,710823,2005,12,11,-8.8,0.0,10.0,1.5,5.1,0.0,0,0,0,0,0,0,-7.1,-15.0,0.02,G,0.0,1007.5,0.0,
345,710823,2005,12,12,-6.7,-13.0,11.4,4.0,0.0,0.0,1,0,0,0,0,0,-5.1,0.0,0.02,G,1017.7,0.0,0.0,
346,710823,2005,12,13,-16.4,-24.7,11.8,0.0,4.1,0.0,1,0,0,0,0,0,-5.1,-24.0,0.0,G,1023.3,0.0,0.0,
347,710823,2005,12,14,-26.2,0.0,0.0,0.8,0.0,0.0,0,0,0,0,0,0,-23.8,-31.0,0.0,G,1020.6,1016.6,0.0,
348,710823,2005,12,15,-27.6,-34.4,12.4,1.5,5.1,0.0,0,0,0,0,0,0,-20.7,-33.2,0.0,G,1031.1,0.0,0.0,
349,710823,2005,12,16,-21.7,0.0,11.5,3.6,0.0,0.0,0,0,0,0,0,0,-16.2,-31.7,0.02,G,1037.3,1032.7,0.0,
350,710823,2005,12,17,-21.3,0.0,6.7,2.0,6.0,0.0,0,0,0,0,0,0,-16.2,-30.1,0.0,G,1028.2,0.0,0.0,
351,710823,2005,12,18,-15.7,0.0,2.6,4.3,11.1,0.0,0,0,0,0,0,0,-12.1,-30.1,0.02,G,1021.3,1017.0,0.0,
353,710823,2005,12,20,-21.5,-30.8,0.0,7.5,0.0,33.0,0,0,0,0,0,0,-12.1,-31.5,0.04,G,0.0,0.0,0.0,
354,710823,2005,12,21,-5.4,0.0,11.6,8.7,15.0,0.0,0,0,0,0,0,0,3.2,-15.5,0.0,G,1004.6,0.0,0.0,
355,710823,2005,12,22,-10.6,-20.6,10.5,3.1,11.1,0.0,0,0,0,0,0,0,7.5,-17.0,0.0,G,1005.2,1001.3,0.0,
356,710823,2005,12,23,-18.4,-27.0,10.8,1.0,0.0,0.0,0,0,0,0,0,0,-7.1,0.0,0.0,G,1012.2,1007.4,0.0,
357,710823,2005,12,24,0.0,0.0,6.4,0.3,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,G,0.0,0.0,0.0,
358,710823,2005,12,25,-22.1,0.0,8.7,4.6,7.0,0.0,0,0,0,0,0,0,0.0,-28.5,0.0,G,1005.0,1000.8,0.0,
359,710823,2005,12,26,-6.2,0.0,3.8,10.2,21.0,0.0,0,0,0,0,0,0,-0.2,-28.5,0.02,G,0.0,0.0,0.0,
360,710823,2005,12,27,-8.3,-15.0,5.4,3.4,11.1,0.0,1,0,0,0,0,0,-3.8,-16.6,0.1,G,1013.4,1007.8,0.0,
361,710823,2005,12,28,-20.0,-27.4,7.4,6.2,11.1,0.0,1,0,0,0,0,0,-3.6,-28.8,0.0,G,1020.4,1016.4,0.0,
363,710823,2005,12,30,-27.0,-33.7,7.4,0.3,0.0,0.0,0,0,0,0,0,0,-22.4,-31.5,0.0,G,1014.6,1010.2,0.0,
364,710823,2005,12,31,-17.7,0.0,6.4,1.1,4.1,0.0,0,0,0,0,0,0,-10.7,-30.3,0.04,G,0.0,1015.3,0.0,
0,23080,2005,1,1,20.7,17.1,27.3,2.5,7.8,,0,0,0,0,0,0,27.5,14.7,0.0,G,0.0,,,
1,23080,2005,1,2,26.8,24.8,13.5,5.3,0.0,,1,0,0,0,0,0,32.0,20.1,0.01,G,0.0,,,
2,23080,2005,1,3,0.0,23.6,7.0,0.0,11.7,,1,0,0,0,0,0,27.3,18.5,0.25,G,0.0,,,
3,23080,2005,1,4,23.1,20.3,16.4,0.0,5.8,,1,0,0,0,0,0,30.0,17.1,0.0,,0.0,,,
4,23080,2005,1,5,21.6,18.3,30.3,2.2,5.8,,0,0,0,0,0,0,30.6,16.2,0.1,G,0.0,,,
5,23080,2005,1,6,25.7,0.0,23.2,3.4,0.0,,1,0,0,0,0,0,31.1,17.6,0.01,G,0.0,,,
6,23080,2005,1,7,33.6,28.6,30.2,7.2,11.7,,1,0,0,0,0,0,38.1,22.6,0.03,G,0.0,,,
7,23080,2005,1,8,28.3,0.0,0.0,2.2,0.0,,1,0,0,0,0,0,32.7,25.3,0.02,G,0.0,,,
9,23080,2005,1,10,0.0,25.5,22.7,4.4,7.8,,1,0,0,0,0,0,37.4,18.5,0.06,G,0.0,,,
10,23080,2005,1,11,28.8,0.0,31.1,4.4,7.8,,0,0,0,0,0,0,38.3,22.8,0.01,G,0.0,,,
11,23080,2005,1,12,31.4,27.7,15.3,0.0,15.5,,1,0,0,0,0,0,34.0,21.6,0.0,G,0.0,,,
12,23080,2005,1,13,0.0,26.6,22.1,0.0,7.8,,1,0,0,0,0,0,35.1,0.0,0.07,G,0.0,,,
13,23080,2005,1,14,23.3,0.0,21.1,0.0,5.8,,1,0,0,0,0,0,30.2,17.4,0.02,G,1018.8,,,
14,23080,2005,1,15,0.0,16.3,22.8,1.7,0.0,,1,0,0,0,0,0,24.3,13.3,0.02,G,0.0,,,
15,23080,2005,1,16,32.7,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,36.3,22.3,0.1,G,0.0,,,
16,23080,2005,1,17,35.4,31.8,28.4,7.8,0.0,,1,0,0,0,0,0,36.3,0.0,0.0,G,0.0,,,
17,23080,2005,1,18,32.2,30.6,16.0,0.0,0.0,,1,1,0,0,0,0,36.0,0.0,0.0,G,0.0,,,
19,23080,2005,1,20,21.8,20.5,0.0,3.6,5.8,,1,0,0,0,0,0,24.1,13.8,0.04,G,0.0,,,
20,23080,2005,1,21,0.0,18.0,7.7,0.0,0.0,,1,0,0,0,0,0,22.3,14.5,0.04,G,0.0,,,
21,23080,2005,1,22,20.6,17.2,16.5,3.2,5.8,,1,0,0,0,0,0,24.1,11.8,0.08,G,1000.2,,,
22,23080,2005,1,23,17.7,14.5,0.0,1.7,5.8,,1,0,0,0,0,0,22.8,13.3,0.01,G,1008.2,,,
23,23080,2005,1,24,22.0,16.7,23.3,2.5,0.0,,1,0,0,0,0,0,27.0,14.2,0.0,G,1024.8,,,
24,23080,2005,1,25,13.3,0.0,30.7,0.7,0.0,,0,0,0,0,0,0,21.0,0.0,0.0,G,1031.8,,,
25,23080,2005,1,26,23.7,20.4,12.1,1.5,0.0,,1,0,0,0,0,0,27.0,13.3,0.01,G,1024.8,,,
