USAF,WBAN,STATION NAME,CTRY,ST,RGN,CALL,LAT,LON,ELEV(M),BEGIN,END
722068,53860,JACKSONVILLE/CRAIG,US,FL,S,KCRG,30.336,-81.515,12.5,20040101,20100801
722068,99999,JACKSONVILLE/CRAIG,US,FL,S,,30.333,-81.517,12.0,19740822,20031231
722069,53853,DESTIN-FT.WALTON BEACH APT,US,FL,S,KDTS,30.393,-86.467,5.4,20060101,20220428
722069,99999,DESTIN FT. WALTON,US,FL,S,KDTS,30.4,-86.471,7.0,19970902,20051231
722070,3822,SAVANNAH/HILTON HEAD INTL AIR,US,GA,S,KSAV,32.131,-81.202,8.7,19480101,20220428
722071,53935,CHICKASHA MUNICIPAL ARPT,US,OK,S,KCHK,35.096,-97.966,350.5,20060101,20220428
722071,99999,CHICKASHA MUNI,US,OK,S,KCHK,35.1,-97.967,351.0,20041228,20051231
722072,3894,CLARKSVILLE,US,TN,S,KCKV,36.624,-87.419,167.6,20060101,20100801
722072,99999,CLARKSVILLE,US,TN,S,,36.617,-87.417,165.0,20040608,20041231
722073,3727,SAMPSON COUNTY AIRPORT,US,NC,S,KCTZ,34.976,-78.364,45.1,20060101,20220428
722073,99999,SAMPSON CO,US,NC,S,KCTZ,34.983,-78.367,45.0,20040713,20051231
722074,63840,CARMI MINICIPAL AIRPORT,US,IL,MW,KCUL,38.089,-88.123,118.3,20060101,20220428
722074,99999,CARMI MUNI,US,IL,MW,KCUL,38.083,-88.117,118.0,20040713,20051231
722075,4871,DE KALB TAYLOR MUNI ARPT,US,IL,MW,KDKB,41.932,-88.708,278.9,20060101,20220428
722075,99999,DE KALB TAYLOR MUNI,US,IL,MW,KDKB,41.93,-88.71,279.0,19730101,20051231
722076,94891,VERMILION COUNTY AIRPORT,US,IL,MW,KDNV,40.2,-87.6,202.4,20060101,20220428
722076,99999,VERMILION CO,US,IL,MW,KDNV,40.199,-87.596,212.0,19730101,20051231
722077,99999,TYBEE COAST GUARD STATION,US,GA,S,,32.02,-80.85,2.0,19750911,19871030
722078,53938,HALLIBURTON FIELD AIRPORT,US,OK,S,KDUC,34.471,-97.951,339.2,20060101,20220428
722078,99999,HALLIBURTON FLD,US,OK,S,KDUC,34.471,-97.96,339.0,20040713,20051231
722079,53888,DAVIDSON COUNTY AIRPORT,US,NC,S,KEXX,35.781,-80.304,223.4,20060101,20220428
722079,99999,DAVIDSON CO,US,NC,S,KEXX,35.783,-80.3,223.0,19920226,20051231
722080,13880,CHARLESTON AFB/INTERNATIONAL,US,SC,S,KCHS,32.899,-80.041,11.8,19450101,20220428
722081,13730,FREDERICK MUNICIPAL ARPT,US,MD,S,KFDK,39.417,-77.383,92.4,20050101,20220428
722081,99999,FREDERICK AIRPORT,US,MD,S,KFDK,39.417,-77.367,92.0,20040713,20041231
722082,4876,ALBERTUS AIRPORT,US,IL,MW,KFEP,42.246,-89.582,261.8,20060101,20220428
722082,99999,ALBERTUS,US,IL,MW,KFEP,42.246,-89.582,262.0,20040713,20051231
722083,99999,CHARLESTON AFB,US,SC,S,,32.9,-80.05,14.0,19951004,19951005
722085,93831,BEAUFORT MCAS,US,SC,S,KNBC,32.483,-80.717,11.3,19450401,20220428
722086,13758,CHARLESTON NAS,US,SC,S,KNAO,32.85,-79.95,1.0,19730201,19800730
722086,99999,CHARLESTON NS,US,SC,S,KNAO,32.86,-79.95,1.0,20000129,20020625
722089,94959,GALESBURG MUNICIPAL ARPT,US,IL,MW,KGBG,40.933,-90.433,232.9,20060101,20220428
722089,99999,GALESBURG MUNI,US,IL,MW,KGBG,40.933,-90.433,233.0,20040713,20051231
722090,3875,WRIGHT AAF AIRPORT,US,GA,S,KLHW,31.883,-81.567,13.7,20060103,20220428
722090,99999,FT STEWART/WRIGHT,US,GA,S,KLHW,31.883,-81.567,14.0,19670201,20051230
722091,53940,CLAREMORE REGIONAL AIRPORT,US,OK,S,KGCM,36.294,-95.479,221.0,20060101,20220428
722091,99999,CLAREMORE RGNL,US,OK,S,KGCM,36.3,-95.483,223.0,20040713,20051231
722092,53941,GROVE MUNICIPAL AIRPORT,US,OK,S,KGMJ,36.605,-94.738,253.9,20060101,20220428
722092,99999,GROVE MUNI,US,OK,S,KGMJ,36.6,-94.733,253.0,20040713,20051231
722093,4878,GRAYLING ARMY AIRFIELD,US,MI,MW,KGOV,44.68,-84.729,350.2,20060101,20220428
722093,99999,GRAYLING AAF,US,MI,MW,KGOV,44.68,-84.729,353.0,19861101,20051231
722094,53984,GRAND PRAIRIE MUNICIPAL AIRPO,US,TX,S,KGPM,32.699,-97.047,179.5,20060101,20220428
722094,99999,GRAND PRAIRIE MUNI,US,TX,S,KGPM,32.7,-97.05,180.0,19850130,20051231
722095,3030,GUYMON MUNICIPAL AIRPORT,US,OK,S,KGUY,36.682,-101.505,948.7,20060101,20220429
722095,99999,GUYMON MUNI,US,OK,S,KGUY,36.685,-101.5,952.0,20040319,20051231
722096,53127,HENDERSON EXECUTIVE ARPT,US,NV,W,KHND,35.976,-115.133,749.2,20060101,20220428
722096,99999,HENDERSON EXECUTIVE,US,NV,W,KHND,35.967,-115.134,760.0,20040713,20051231
722097,4936,HARLAN MUNICIPAL AIRPORT,US,IA,MW,KHNR,41.584,-95.339,375.2,20060101,20220428
722097,99999,HARLAN MUNI,US,IA,MW,KHNR,41.583,-95.333,375.0,20040713,20051231
722098,64761,EAST HAMPTON AIRPORT,US,NY,NE,KHTO,40.96,-72.252,17.1,20060101,20220428
722098,99999,EAST HAMPTON,US,NY,NE,KHTO,40.967,-72.25,17.0,20040713,20051231
722099,53936,CHANDLER MUNICIPAL AIRPORT,US,OK,S,KCQB,35.724,-96.82,299.9,20060101,20220428
722099,99999,CHANDLER RGNL,US,OK,S,KCQB,35.717,-96.817,300.0,20040713,20051231
722100,99999,TAMPA BAY AREA  FL.,US,FL,S,KTBW,27.7,-82.4,14.8,19760220,20060401
722101,3039,WOLF CREEK PASS AWOS-3 AIRPOR,US,CO,W,KCPW,37.45,-106.8,3593.9,20060101,20220428
722101,99999,PAGOSA SPRINGS WOL,US,CO,W,KCPW,37.45,-106.8,3584.0,19730101,20051231
722103,12895,ST LUCIE COUNTY INTL ARPT,US,FL,S,KFPR,27.498,-80.376,5.7,20060101,20220428
722103,99999,ST LUCIE CO INTL,US,FL,S,KFPR,27.483,-80.367,7.0,19880114,20051231
722104,92806,ALBERT WHITTED AIRPORT,US,FL,S,KSPG,27.768,-82.626,1.3,19860101,20220428
722104,99999,ALBERT WHITTED,US,FL,S,KSPG,27.767,-82.633,2.0,20000101,20031231
722106,12835,PAGE FIELD AIRPORT,US,FL,S,KFMY,26.585,-81.861,3.8,19430101,20220428
722107,3056,GAINES COUNTY AIRPORT,US,TX,S,KGNC,32.675,-102.654,1010.4,20060101,20220428
722107,99999,GAINES CO,US,TX,S,KGNC,32.674,-102.653,1010.0,20040517,20051231
722108,12894,SW FLORIDA INTN AIRPORT,US,FL,S,KRSW,26.538,-81.757,8.2,20060101,20220428
722108,99999,SOUTHWEST FLORIDA I,US,FL,S,KRSW,26.533,-81.75,9.0,19830723,20051231
722109,355,CHEROKEE COUNTY AIRPORT,US,GA,S,KCNI,34.317,-84.417,372.2,20050101,20220428
722109,99999,CHEROKEE COUNTY AIRPORT,US,GA,S,KCNI,34.3,-84.417,372.0,20040525,20041231
722110,12842,TAMPA INTERNATIONAL AIRPORT,US,FL,S,KTPA,27.963,-82.54,1.8,19400801,20220428
722111,63847,ISBELL FLD,US,AL,S,K4A9,34.474,-85.721,267.3,20080101,20091231
722111,99999,ISBELL FLD,US,AL,S,,34.474,-85.721,267.3,20040525,20041231
722112,53982,FOX STEPHENS FIELD - GILMER M,US,TX,S,KJXI,32.699,-94.949,126.5,20060101,20220428
722112,99999,FOX STEPHENS FLD,US,TX,S,KJXI,32.698,-94.949,126.0,20040525,20051231
722113,53979,GIDDINGS-LEE COUNTY AIRPORT,US,TX,S,KGYB,30.169,-96.98,147.8,20050101,20220428
722113,99999,GIDDINGS LEE CO,US,TX,S,KGYB,30.167,-96.983,148.0,20040525,20041231
722114,54901,BUFFALO MUNICIPAL AIRPORT,US,MN,MW,KCFE,45.159,-93.843,294.7,20050101,20220428
722114,99999,BUFFALO MUNI ARPT,US,MN,MW,KCFE,45.167,-93.833,295.0,20040525,20041231
722115,12871,SARASOTA/BRADENTON INTL AP,US,FL,S,KSRQ,27.401,-82.559,5.3,20060101,20220428
722115,99999,SARASOTA BRADENTON,US,FL,S,KSRQ,27.383,-82.55,9.0,19730101,20051231
722116,12873,ST PETE-CLWTR INTL AIRPORT,US,FL,S,KPIE,27.913,-82.686,0.1,20060101,20220428
722116,99999,ST PETERSBURG CLEAR,US,FL,S,KPIE,27.9,-82.683,3.0,19730101,20051231
722117,99999,EGMONT KEY COAST GUARD STATIO,US,FL,S,,27.6,-82.77,1.0,19750918,19840108
722118,482,VENICE MUNICIPAL AIRPORT,US,FL,S,KVNC,27.072,-82.44,5.8,20110203,20220428
722118,99999,VENICE MUNI,US,FL,S,KVNC,27.072,-82.44,5.5,19440127,19870502
722119,12883,LAKELAND LINDER REGIONAL AIRP,US,FL,S,KLAL,28.0,-82.05,43.3,20060101,20220428
722119,99999,LAKELAND LINDER RGN,US,FL,S,KLAL,27.983,-82.017,43.0,19420801,20051231
722120,12833,CROSS CITY AIRPORT,US,FL,S,KCTY,29.633,-83.105,11.6,19431219,20220428
722122,3050,WINSTON FIELD AIRPORT,US,TX,S,KSNK,32.693,-100.951,740.7,20060101,20220428
722122,99999,WINSTON FLD,US,TX,S,KSNK,32.7,-100.95,741.0,20040525,20051231
722123,12809,BARTOW MUNICIPAL AIRPORT,US,FL,S,KBOW,27.95,-81.783,38.1,20050101,20220428
722123,99999,BARTOW MUNI,US,FL,S,KBOW,27.95,-81.783,38.0,19900208,20041231
722124,4998,HEBRON MUNICIPAL AIRPORT,US,NE,MW,KHJH,40.149,-97.587,449.0,20060101,20220428
722124,99999,HEBRON MUNI,US,NE,MW,KHJH,40.15,-97.583,447.0,20040525,20051231
722125,4829,SAGNAW CO H.W. BROWNE ARPT,US,MI,MW,KHYX,43.433,-83.867,182.9,20060101,20220428
722125,99999,SAGINAW CO H W BROWN,US,MI,MW,KHYX,43.433,-83.867,183.0,20040525,20051231
722126,4879,LANSING MUNICIPAL AP,US,IL,MW,KIGQ,41.54,-87.532,187.8,20060101,20220428
722126,99999,LANSING MUNI,US,IL,MW,KIGQ,41.533,-87.533,189.0,20040525,20051231
722127,4880,GREATER KANKAKEE AIRPORT,US,IL,MW,KIKK,41.071,-87.846,191.7,20060101,20220428
722127,99999,GREATER KANKAKEE,US,IL,MW,KIKK,41.067,-87.833,192.0,20040525,20051231
722128,53899,LICONTN-LINCOLN CO RGNL AP,US,NC,S,KIPJ,35.483,-81.161,266.7,20060101,20220428
722128,99999,LINCOLNTON LINCOLN,US,NC,S,KIPJ,35.483,-81.167,267.0,20040525,20051231
722129,4939,MOORHEAD MUNICIPAL AIRPORT,US,MN,MW,KJKJ,46.839,-96.663,279.5,20060101,20220428
722129,99999,MOORHEAD MUNI,US,MN,MW,KJKJ,46.839,-96.664,280.0,20040525,20051231
722130,13861,WAYCROSS-WARE CO. AIRPORT,US,GA,S,KAYS,31.25,-82.4,43.3,19421201,20220429
722130,99999,WAYCROSS/WARE CO.,US,GA,S,KAYS,31.25,-82.4,46.0,20001004,20031231
722131,3713,JOHNSTON COUNTY AIRPORT,US,NC,S,KJNX,35.541,-78.39,50.3,20060101,20220428
722131,99999,JOHNSTON CO,US,NC,S,KJNX,35.541,-78.39,50.0,20040525,20051231
722132,63801,CONCORD REGIONAL AIRPORT,US,NC,S,KJQF,35.39,-80.707,214.9,20060101,20220428
722132,99999,CONCORD RGNL,US,NC,S,KJQF,35.383,-80.7,215.0,20040525,20051231
722133,53946,SALLISAW MUNICIPAL AIRPORT,US,OK,S,KJSV,35.438,-94.803,160.9,20060101,20220428
722133,99999,SALLISAW MUNI,US,OK,S,KJSV,35.438,-94.803,161.0,20040525,20051231
722134,63822,VIDALIA REGIONAL AIRPORT,US,GA,S,KVDI,32.193,-82.372,83.5,20060101,20220428
722134,99999,VIDALIA RGNL,US,GA,S,KVDI,32.2,-82.367,84.0,20010705,20051231
722135,13870,ALMA/BACON CO.,US,GA,S,KAMG,31.536,-82.507,62.8,19730101,20100801
722136,53883,BRUNSWICK GOLDEN ISLES APT,US,GA,S,KBQK,31.259,-81.466,7.9,20060101,20220429
722136,99999,BRUNSWICK GOLDEN IS,US,GA,S,KBQK,31.25,-81.467,8.0,19730101,20051231
722137,13878,MALCOLM MC KINNON AIRPORT,US,GA,S,KSSI,31.153,-81.391,4.3,19730101,20220428
722138,13835,BAY SAINT LOUIS,US,MS,S,KHSA,30.367,-89.45,7.0,19420501,19890214
722138,63852,STENNIS INTERNATIONAL AIRPORT,US,MS,S,KHSA,30.368,-89.455,7.0,20050101,20220428
722138,99999,BAY SAINT LOUIS,US,MS,S,KHSA,30.367,-89.45,7.0,20040517,20041231
722140,93805,TALLAHASSEE REGIONAL AIRPORT,US,FL,S,KTLH,30.394,-84.351,17.1,19420501,20220428
722141,3731,FRANKLIN COUNTY AIRPORT,US,NC,S,KLHZ,36.023,-78.33,112.5,20050101,20220428
722141,99999,FRANKLIN CO,US,NC,S,KLHZ,36.023,-78.33,112.0,20040525,20041231
722142,4114,CHALLIS AIRPORT,US,ID,W,KLLJ,44.523,-114.216,1534.1,20050101,20220428
722142,99999,CHALLIS,US,ID,W,KLLJ,44.517,-114.218,1546.0,20040525,20081231
722143,53975,LANCASTER AIRPORT,US,TX,S,KLNC,32.579,-96.719,152.7,20060101,20220428
722143,99999,LANCASTER,US,TX,S,KLNC,32.583,-96.717,153.0,20040525,20051231
722144,4945,MAPLE LAKE MUNICIPAL ARPT,US,MN,MW,KMGG,45.236,-93.986,313.3,20060101,20220428
722144,99999,MAPLE LAKE MUNICIPAL,US,MN,MW,KMGG,45.24,-93.99,313.0,20040525,20051231
722145,4884,HARBOR SPRINGS AIRPORT,US,MI,MW,KMGN,45.426,-84.913,206.4,20060101,20220428
722145,99999,HARBOR SPRINGS,US,MI,MW,KMGN,45.426,-84.913,209.0,19760801,20051231
722146,12816,GAINESVILLE RGNL,US,FL,S,KGNV,29.692,-82.276,50.3,19431101,20100801
722147,53817,MOULTRIE MUNICIPAL AIRPORT,US,GA,S,KMGR,31.083,-83.8,86.3,20050101,20220428
722147,99999,MOULTRIE MUNI,US,GA,S,KMGR,31.085,-83.803,90.0,20040525,20041231
722148,63824,STANLEY COUNTY AIRPORT,US,NC,S,KVUJ,35.417,-80.151,185.6,20060101,20220428
722148,99999,STANLY CO,US,NC,S,KVUJ,35.417,-80.15,186.0,20040525,20051231
722149,4899,ILLINOIS VALLEY RGNL-WALTER D,US,IL,MW,KVYS,41.352,-89.153,199.3,20060101,20220428
722149,99999,ILLINOIS VALLEY RGNL,US,IL,MW,KVYS,41.35,-89.15,199.0,20040525,20051231
722150,99999,PEACHTREE CITY,US,GA,S,,33.356,-84.567,244.9,19990428,20060212
722151,14794,WESTERLY STATE AIRPORT,US,RI,NE,KWST,41.351,-71.806,19.8,20060101,20220428
722151,99999,WESTERLY,US,RI,NE,KWST,41.35,-71.803,24.0,20040525,20051231
722152,53957,WEST WOODWARD AIRPORT,US,OK,S,KWWR,36.437,-99.521,666.9,20050101,20220429
722153,99999,GREEN CANYON 184,US,LA,S,,27.767,-91.517,0.0,20040525,20060911
722154,53885,DALTON MUNICIPAL AIRPORT,US,GA,S,KDNN,34.722,-84.869,216.4,20060101,20220428
722154,99999,DALTON,US,GA,S,KDNN,34.722,-84.869,216.0,19990114,20051231
722155,3040,MONUMENT HILL AWOS-3 ARPT,US,CO,W,KMNH,39.217,-104.633,2151.9,20060101,20220428
722155,99999,ELBERT MTN MONUMENT,US,CO,W,KMNH,39.217,-104.633,2125.0,20040525,20051231
722156,53873,CARTERSVILLE AIRPORT,US,GA,S,KVPC,34.116,-84.851,230.0,20060101,20220428
722156,99999,CARTERSVILLE,US,GA,S,KVPC,34.117,-84.85,231.0,20010705,20051231
722157,4949,MACOMB MUNICIPAL AIRPORT,US,IL,MW,KMQB,40.52,-90.652,215.5,20060101,20220428
722157,99999,MACOMB MUNI,US,IL,MW,KMQB,40.517,-90.65,215.0,20040525,20051231
722158,13752,U.S. NAVAL ACADEMY,US,MD,S,KNAK,38.991,-76.489,1.8,20050224,20051231
722158,99999,ANNAPOLIS UNITED STATES NAVAL,US,MD,S,KNAK,38.99,-76.48,2.0,20040525,20220427
722159,12980,MID VALLEY AIRPORT,US,TX,S,KT65,26.178,-97.973,21.3,20060101,20220428
722159,99999,MID VALLEY ARPT / WESLACO,US,TX,S,KTXW,26.179,-97.974,21.0,20040525,20051231
722160,13869,SW GEORGIA REGIONAL ARPT,US,GA,S,KABY,31.536,-84.196,58.2,19730101,20220428
722160,99999,ALBANY MUNICIPAL,US,GA,S,KABY,31.533,-84.183,59.0,20000101,20031231
722162,26554,MERRILL PASS WEST,US,AK,W,PAER,61.267,-153.8,356.6,20060101,20140616
722162,99999,MERRILL PASS WEST,US,AK,W,,61.25,-153.817,358.0,20040525,20041231
722163,99999,PROSPECT CREEK,US,AK,W,,66.817,-150.65,335.0,20040601,20081223
722164,53949,OKMULGEE MUNICIPAL AIRPORT,US,OK,S,KOKM,35.668,-95.949,219.5,20060101,20220428
722164,99999,OKMULGEE RGNL,US,OK,S,KOKM,35.667,-95.95,219.0,20040525,20051231
722165,13815,OLIVE BRANCH,US,MS,S,KOLV,34.983,-89.783,123.0,19411013,19740415
722165,63808,OLIVE BRANCH AIRPORT,US,MS,S,KOLV,34.979,-89.787,122.5,20050101,20220428
722165,99999,OLIVE BRANCH,US,MS,S,KOLV,34.983,-89.783,123.0,20040517,20041231
722166,93845,VALDOSTA REGIONAL AIRPORT,US,GA,S,KVLD,30.776,-83.274,58.7,19480101,20220428
722166,99999,VALDOSTA RGNL,US,GA,S,KVLD,30.783,-83.267,62.0,20000101,20031231
722167,3718,ORANGE COUNTY AIRPORT,US,VA,S,KOMH,38.247,-78.046,143.0,20060101,20220428
722167,99999,ORANGE CO,US,VA,S,KOMH,38.25,-78.05,142.0,19420401,20051231
722168,4960,OLIVIA REGIONAL AIRPORT,US,MN,MW,KOVL,44.779,-95.033,328.0,20060101,20220428
722168,99999,OLIVIA RGNL,US,MN,MW,KOVL,44.783,-95.033,328.0,20040525,20051231
722169,3058,PECOS MUNICIPAL AIRPORT,US,TX,S,KPEQ,31.383,-103.511,796.4,20060101,20220428
722169,99999,PECOS MUNICIPAL AIR,US,TX,S,KPEQ,31.383,-103.5,796.0,20040525,20051231
722170,3813,MIDDLE GEORGIA REGIONAL AIRPO,US,GA,S,KMCN,32.689,-83.653,104.5,19411020,20220428
722171,4889,PONTIAC MUNICIPAL AIRPORT,US,IL,MW,KPNT,40.924,-88.624,200.9,20060101,20220428
722171,99999,PONTIAC MUNI,US,IL,MW,KPNT,40.917,-88.617,203.0,20040525,20051231
722172,63810,EDGAR COUNTY AIRPORT,US,IL,MW,KPRG,39.7,-87.669,199.3,20060101,20220428
722172,99999,EDGAR CO,US,IL,MW,KPRG,39.7,-87.667,199.0,20040525,20051231
722173,53951,PAULS VALLEY MUNI AIRPORT,US,OK,S,KPVJ,34.711,-97.223,295.1,20060101,20220428
722173,99999,PAULS VALLEY MUNI,US,OK,S,KPVJ,34.717,-97.217,295.0,20040525,20051231
722174,23097,HALE COUNTY AIRPORT,US,TX,S,KPVW,34.167,-101.717,1028.4,20060101,20220428
722174,99999,HALE CO,US,TX,S,KPVW,34.167,-101.717,1028.0,20040525,20051231
722175,13860,ROBINS AFB AIRPORT,US,GA,S,KWRB,32.633,-83.6,89.6,19420807,20220428
722175,99999,ROBINS AFB,US,GA,S,KWRB,32.633,-83.6,90.0,20000101,20041231
722176,53884,NEWNAN COWETA COUNTY ARPT,US,GA,S,KCCO,33.312,-84.77,295.7,20060101,20220428
722176,99999,NEWNAN COWETA CO,US,GA,S,KCCO,33.317,-84.767,296.0,19990114,20051231
722177,63811,ANDREWS-MURPHY AIRPORT,US,NC,S,KRHP,35.195,-83.865,516.9,20060101,20220428
722177,99999,ANDREWS MURPHY,US,NC,S,KRHP,35.2,-83.867,517.0,20040525,20051231
722178,53953,ROBERT S KERR AIRPORT,US,OK,S,KRKR,35.021,-94.621,137.5,20060101,20220428
722178,99999,ROBERT S KERR,US,OK,S,KRKR,35.017,-94.617,137.0,20040525,20051231
722179,4968,NEW RICHMOND MUNICIPAL APT,US,WI,MW,KRNH,45.15,-92.533,303.6,20060101,20220428
722179,99999,NEW RICHMOND RGNL,US,WI,MW,KRNH,45.15,-92.533,304.0,20040525,20051231
722180,3820,AUGUSTA REGIONAL AT BUSH FIEL,US,GA,S,KAGS,33.365,-81.964,40.9,19480101,20220428
722181,13837,DANIEL FIELD AIRPORT,US,GA,S,KDNL,33.467,-82.038,125.1,20060101,20220428
722181,99999,DANIEL FIELD,US,GA,S,KDNL,33.467,-82.039,129.0,19970123,20051231
722182,4890,ROCHELLE MUNI ARPT-KORITZ FIE,US,IL,MW,KRPJ,41.893,-89.078,238.1,20060101,20220428
722182,99999,ROCHELLE MUNI KORIT,US,IL,MW,KRPJ,41.9,-89.083,238.0,20040525,20051231
722183,4972,BURNETT COUNTY AIRPORT,US,WI,MW,KRZN,45.823,-92.373,301.5,20060101,20220428
722183,99999,BURNETT CO,US,WI,MW,KRZN,45.817,-92.367,301.0,20040525,20051231
722184,99999,PLAINS / PETERSON FIELD,US,GA,S,,32.08,-84.37,160.0,19771221,19810122
722185,53838,LEE GILMER MEMORIAL ARPT,US,GA,S,KGVL,34.272,-83.83,386.4,20060101,20220428
722185,99999,LEE GILMER MEM,US,GA,S,KGVL,34.267,-83.833,389.0,19970718,20051231
722186,4892,BEAVER ISLAND AIRPORT,US,MI,MW,KSJX,45.689,-85.566,203.0,20060101,20220428
722186,99999,BEAVER ISLAND,US,MI,MW,KSJX,45.7,-85.567,204.0,20040525,20051231
722187,93911,SHAWNEE MUNICIPAL AIRPORT,US,OK,S,KSNL,35.357,-96.943,327.1,20060101,20220428
722187,99999,SHAWNEE RGNL,US,OK,S,KSNL,35.35,-96.95,327.0,20040525,20051231
722188,53985,SEARCY MUNICIPAL AIRPORT,US,AR,S,KSRC,35.212,-91.737,80.5,20060101,20220428
722188,99999,SEARCY MUNI,US,AR,S,KSRC,35.211,-91.738,80.0,20040525,20051231
722189,92815,WITHAM FIELD AIRPORT,US,FL,S,KSUA,27.182,-80.221,5.5,20060101,20220428
722189,99999,WITHAM FLD,US,FL,S,KSUA,27.183,-80.217,5.0,20040525,20051231
722190,13874,HARTSFIELD-JACKSON ATLANTA IN,US,GA,S,KATL,33.63,-84.442,308.3,19730101,20220428
722191,3721,BRUNSWICK COUNTY AIRPORT,US,NC,S,KSUT,33.929,-78.075,7.6,20050101,20220428
722191,99999,BRUNSWICK CO,US,NC,S,KSUT,33.933,-78.067,8.0,20040525,20041231
722192,23033,AVENGER FIELD AIRPORT,US,TX,S,KSWW,32.473,-100.466,725.4,20060101,20220428
722192,99999,AVENGER FLD,US,TX,S,KSWW,32.467,-100.467,725.0,20040525,20051231
722193,3722,PERSON COUNTY AIRPORT,US,NC,S,KTDF,36.285,-78.984,185.6,20060101,20220428
722193,99999,PERSON CO,US,NC,S,KTDF,36.283,-78.983,186.0,20040525,20051231
722194,4896,RANTOUL NATL AVN CNTR-F ELLIO,US,IL,MW,KTIP,40.293,-88.142,224.6,20060101,20220428
722194,99999,RANTOUL NATL AVIATIO,US,IL,MW,KTIP,40.3,-88.15,225.0,20040525,20051231
722195,3888,FULTON CO-BROWN FLD ARPT,US,GA,S,KFTY,33.778,-84.525,245.0,20060101,20220428
722195,99999,FULTON CO ARPT BROW,US,GA,S,KFTY,33.767,-84.517,256.0,19730101,20051231
722196,53863,DEKALB-PEACHTREE AIRPORT,US,GA,S,KPDK,33.878,-84.298,298.4,20060101,20220428
722196,99999,DEKALB PEACHTREE,US,GA,S,KPDK,33.867,-84.3,306.0,19810801,20051231
722197,53819,PCHTRE CTY-FALCON FLD ARPT,US,GA,S,KFFC,33.354,-84.569,241.2,20060101,20220428
722197,99999,PEACHTREE CITY FALCO,US,GA,S,KFFC,33.357,-84.572,246.0,19960201,20051231
722198,63819,BOONE,US,NC,S,KTNB,36.2,-81.65,910.4,20020902,20220428
722198,99999,BOONE WATAUGA HOSPTL,US,NC,S,KTNB,36.2,-81.65,959.0,20040525,20041231
722199,53956,TAHLEQUAH MUNICIPAL ARPT,US,OK,S,KTQH,35.929,-95.004,266.1,20060101,20220428
722199,99999,TAHLEQUAH MUNI,US,OK,S,KTQH,35.933,-95.0,266.0,20040525,20051231
722200,12832,APALACHICOLA MUNI AIRPORT,US,FL,S,KAAF,29.727,-85.025,5.5,19450101,20220428
722200,99999,APALACHICOLA MUNI,US,FL,S,KAAF,29.733,-85.033,6.0,20000101,20031231
722201,3723,SANFORD-LEE COUNTY RGNL ARPT,US,NC,S,KTTA,35.582,-79.101,75.3,20060101,20220428
722201,99999,SANFORD,US,NC,S,KTTA,35.584,-79.101,75.0,20040525,20051231
722202,12985,GARNER FIELD AIRPORT,US,TX,S,KUVA,29.211,-99.744,287.1,20060101,20220428
722202,99999,GARNER FLD,US,TX,S,KUVA,29.217,-99.75,287.0,20040525,20051231
722203,3041,MONARCH PASS AWOS-3 ARPT,US,CO,W,KMYP,38.483,-106.317,3667.1,20060101,20220428
722203,99999,SALIDA MTN MONARCH P,US,CO,W,KMYP,38.483,-106.317,3667.0,20040525,20051231
722204,4996,TRI-TOWNSHIP AIRPORT,US,IL,MW,KSFY,42.046,-90.108,187.8,20060101,20220429
722204,99999,TRI TOWNSHIP,US,IL,MW,KSFY,42.05,-90.1,188.0,20040525,20051231
722205,99999,THEDFORD(NEXRAD),US,NE,MW,KLNX,41.95,-100.583,905.0,20061120,20061120
722208,4224,ORCAS ISLAND AIRPORT,US,WA,W,KORS,48.708,-122.911,9.5,20060101,20220428
722208,99999,EASTSOUND ORCAS ISLA,US,WA,W,KORS,48.717,-122.917,9.0,20040803,20051231
722209,12986,CALHOUN COUNTY AIRPORT,US,TX,S,KPKV,28.654,-96.681,9.1,20060101,20220428
722209,99999,CALHOUN CO,US,TX,S,KPKV,28.65,-96.683,9.0,20040803,20051231
722210,13858,EGLIN AFB AIRPORT,US,FL,S,KVPS,30.483,-86.517,26.5,19380910,20220428
722210,99999,VALPARAISO/EGLIN AF,US,FL,S,KVPS,30.483,-86.517,29.0,19720101,20041231
722211,94087,THOMAS COUNTY AIRPORT,US,NE,MW,KTIF,41.964,-100.569,888.2,20060101,20220428
722211,99999,THOMAS COUNTY,US,NE,MW,KTIF,41.967,-100.567,892.0,20040904,20051231
722212,92814,ST AUGUSTINE AIRPORT,US,FL,S,KSGJ,29.959,-81.34,3.1,20060101,20220428
722212,99999,ST AUGUSTINE,US,FL,S,KSGJ,29.967,-81.333,3.0,19970123,20051231
722213,12819,LEESBURG REGIONAL AIRPORT,US,FL,S,KLEE,28.821,-81.81,20.9,20060101,20220428
722213,99999,LEESBURG RGNL,US,FL,S,KLEE,28.823,-81.809,23.0,19970123,20051231
722214,3070,MOORE COUNTY AIRPORT,US,TX,S,KDUX,35.858,-102.013,1129.3,20060101,20220428
722214,99999,MOORE CO,US,TX,S,KDUX,35.858,-102.013,1129.0,20040824,20051231
722215,13884,BOB SIKES AIRPORT,US,FL,S,KCEW,30.777,-86.519,47.1,19730101,20220428
722216,99999,NORTH AF AUX,US,SC,S,KXNO,33.615,-81.084,97.8,20071024,20220427
722217,63881,W H `BUD` BARRON AIRPORT,US,GA,S,KDBN,32.564,-82.985,94.2,20060101,20220428
