USAF,WBAN,STATION NAME,CTRY,ST,RGN,CALL,LAT,LON,ELEV(M),BEGIN,END
999999,23184,PRESCOTT MUNICIPAL AP,US,AZ,W,KPRC,34.652,-112.421,1539.8,19480101,19721231
999999,23185,RENO WBO,US,NV,W,KRNO,39.484,-119.771,1341.1,19490101,19721231
999999,23187,SANDBERG,US,CA,W,KSDB,34.744,-118.724,1378.6,19480101,19721231
999999,23188,SAN DIEGO LINDBERGH FIELD,US,CA,W,KSAN,32.734,-117.183,8.5,19480101,19721231
999999,23190,SANTA BARBARA MUNICIPAL AP,US,CA,W,KSBA,34.426,-119.843,6.1,19481101,19650101
999999,23191,SANTA CATALINA BUFFALO SPRING,US,CA,W,KAVX,33.405,-118.416,488.3,19480101,19680323
999999,23192,SILVER LAKE CAA AP,US,CA,W,,35.333,-116.083,281.0,19481101,19500731
999999,23193,TUCSON WBO,US,AZ,W,,32.183,-110.917,780.0,19480101,19481101
999999,23194,WINSLOW MUNICIPAL AP,US,AZ,W,KINW,35.028,-110.721,1488.3,19480101,19721231
999999,23195,YUMA INTL ARPT,US,AZ,W,KYUM,32.667,-114.6,65.8,19480911,19721231
999999,23196,CHULA VISTA BROWN FIELD NAAS,US,CA,W,KSDM,32.583,-116.983,159.4,19450401,19610501
999999,23199,EL CENTRO NAF,US,CA,W,KNJK,32.817,-115.683,-13.1,19450201,19601101
999999,23202,TRAVIS FIELD AAB,US,CA,W,KSUU,38.267,-121.933,18.9,19710101,19710101
999999,23225,BLUE CANYON AP,US,CA,W,KBLU,39.277,-120.71,1610.3,19480101,19721231
999999,23226,DONNER SUMMIT,US,CA,W,,39.317,-120.333,2194.0,19481101,19520131
999999,23230,OAKLAND METROPOLITAN,US,CA,W,KOAK,37.721,-122.221,26.8,19480101,19721231
999999,23232,SACRAMENTO EXECUTIVE ARPT,US,CA,W,KSAC,38.507,-121.495,7.6,19470701,19721231
999999,23233,SALINAS MUNICIPAL AP,US,CA,W,KSNS,36.664,-121.608,23.5,19481101,19650101
999999,23234,SAN FRANCISCO INTL AP,US,CA,W,KSFO,37.62,-122.365,5.5,19480101,19721231
999999,23236,SANTA MARIA HANCOCK FIELD,US,CA,W,,34.933,-120.417,71.0,19480101,19541021
999999,23237,STOCKTON METROPOLITAN ARPT,US,CA,W,KSCK,37.889,-121.226,8.2,19481101,19721231
999999,23238,WILLIAMS CAA AIRPORT,US,CA,W,,39.1,-122.15,39.0,19481101,19521230
999999,23239,NAVAL AIR STATION,US,CA,W,KNGZ,37.783,-122.317,4.3,19450301,20041231
999999,23240,NAVAL AUXILIARY LANDING FIELD,US,CA,W,KNRC,37.4,-121.133,50.3,20020902,20041231
999999,23242,LIVERMORE NAS,US,CA,W,,37.683,-121.7,196.9,19450201,19460811
999999,23244,MOUNTAIN VIEW MOFFETT FLD NAS,US,CA,W,KNUQ,37.406,-122.048,10.4,19450303,19721231
999999,23245,MONTEREY NAF,US,CA,W,KMRY,36.6,-121.867,50.0,19450301,19720301
999999,23246,SANTA ROSA NAAS,US,CA,W,,38.417,-122.75,42.1,19450301,19470416
999999,23250,FARALLON ISLAND NAS,US,CA,W,K50Q,37.7,-123.0,9.1,19450701,19450801
999999,23254,CONCORD CONCORD-BUCHANAN FIEL,US,CA,W,KCCR,37.992,-122.055,18.3,19690101,19700101
999999,23259,MONTEREY PENINSULA AIRPORT,US,CA,W,KMRY,36.59,-121.849,48.8,19980302,20051231
999999,23271,DOWNTOWN,US,CA,W,,38.555,-121.418,11.6,19960702,20220427
999999,23272,DOWNTOWN,US,CA,W,,37.771,-122.427,45.7,19450101,20220427
999999,23273,SANTA MARIA PUBLIC ARPT,US,CA,W,KSMX,34.899,-120.449,72.5,19541021,19721231
999999,23275,UKIAH MUNICIPAL AP,US,CA,W,KUKI,39.126,-123.201,190.8,19490912,19650101
999999,23293,SAN JOSE MUNICIPAL AP,US,CA,W,KSJC,37.359,-121.924,15.2,19510101,19721231
999999,23583,ALEKNAGIK 1 NNE,US,AK,W,,59.284,-158.615,24.4,20191009,20220428
999999,23801,TROY 2 W,US,AL,S,,31.79,-86.0,143.9,20080115,20220428
999999,23802,THOMASVILLE 2 S,US,AL,S,,31.881,-87.737,106.7,20080118,20220428
999999,23803,HOLLY SPRINGS 4 N,US,MS,S,,34.822,-89.435,147.5,20080201,20220428
999999,23904,BATESVILLE 8 WNW,US,AR,S,,35.82,-91.781,138.7,20061219,20220428
999999,23906,PORT ARANSAS 32 NNE,US,TX,S,,28.305,-96.823,4.6,20071116,20220428
999999,23907,AUSTIN 33 NW,US,TX,S,,30.622,-98.085,414.8,20080201,20220428
999999,23908,JOPLIN 24 N,US,MO,MW,,37.428,-94.583,290.2,20070525,20220428
999999,23909,SALEM 10 W,US,MO,MW,,37.634,-91.723,365.2,20070517,20220428
999999,24011,BISMARCK MUNICIPAL ARPT,US,ND,MW,KBIS,46.783,-100.757,506.0,19480101,19721231
999999,24012,DICKINSON MUNICIPAL AP,US,ND,MW,KDIK,46.799,-102.797,787.3,19481201,19721231
999999,24013,MINOT FAA AP,US,ND,MW,KMOT,48.255,-101.273,522.4,19481201,19721231
999999,24014,WILLISTON,US,ND,MW,,48.15,-103.617,577.9,19500313,19620101
999999,24015,AKRON WASHINGTON CO AP,US,CO,W,KAKO,40.167,-103.217,1408.5,19480101,19550101
999999,24016,CASPER,US,WY,W,,42.917,-106.333,1613.0,19480101,19500308
999999,24017,CHADRON MUNICIPAL AP,US,NE,MW,KCDR,42.837,-103.098,1004.6,19480101,19550101
999999,24018,CHEYENNE MUNICIPAL ARPT,US,WY,W,KCYS,41.15,-104.817,1871.5,19710101,19721231
999999,24019,DOUGLAS,US,WY,W,4DG,42.75,-105.383,1466.1,19480601,19550101
999999,24020,HAYES CENTER,US,NE,MW,,40.517,-101.017,926.9,19480101,19501101
999999,24021,LANDER HUNT FIELD,US,WY,W,KLND,42.815,-108.726,1694.1,19480101,19721231
999999,24022,LARAMIE GENERAL BREES FIELD,US,WY,W,KLAR,41.317,-105.683,2216.5,19480101,19550101
999999,24023,NORTH PLATTE LEE BIRD FIELD,US,NE,MW,KLBF,41.121,-100.669,849.5,19480101,19721231
999999,24024,PHILIP 1 S,US,SD,MW,KPHP,44.051,-101.601,674.2,19480101,19550101
999999,24025,PIERRE REGIONAL AP,US,SD,MW,KPIR,44.381,-100.286,526.1,19480101,19721231
999999,24026,RAPID CITY,US,SD,MW,,44.15,-103.1,981.2,19480101,19750709
999999,24027,ROCK SPRINGS ARPT,US,WY,W,KRKS,41.594,-109.053,2055.9,19480101,19721231
999999,24028,SCOTTSBLUFF W B HEILIG FIEL,US,NE,MW,KBFF,41.871,-103.593,1206.4,19480101,19721231
999999,24029,SHERIDAN COUNTY ARPT,US,WY,W,KSHR,44.769,-106.969,1209.4,19480101,19721231
999999,24030,SIDNEY MUNICIPAL AP,US,NE,MW,KSNY,41.099,-102.986,1312.5,19480601,19550101
999999,24031,SINCLAIR CAA AP,US,WY,W,,41.8,-107.05,2000.1,19480101,19510226
999999,24033,BILLINGS MUNICIPAL ARPT,US,MT,W,KBIL,45.807,-108.542,1088.1,19480101,19721231
999999,24034,GLASGOW # 2,US,MT,W,,48.183,-106.633,637.0,19480101,19551025
999999,24035,HAVRE,US,MT,W,,48.567,-109.667,759.9,19480101,19610131
999999,24036,LEWISTOWN MUNICIPAL ARPT,US,MT,W,KLWT,47.049,-109.458,1263.7,19480101,19721231
999999,24037,MILES CITY MUNICIPAL ARPT,US,MT,W,KMLS,46.427,-105.883,802.8,19480101,19721231
999999,24040,CUSTER,US,MT,W,,46.133,-107.533,836.1,19480101,19500515
999999,24057,RAWLINS MUNICIPAL AP,US,WY,W,KRWL,41.8,-107.2,2055.3,19550101,19650101
999999,24088,MOORCROFT 3 S,US,WY,W,,44.217,-104.933,1318.3,19500101,19520715
999999,24089,CASPER NATRONA CO INTL AP,US,WY,W,KCPR,42.898,-106.474,1612.4,19650101,19721231
999999,24091,IMPERIAL FAA AP,US,NE,MW,KIML,40.51,-101.62,997.6,19501201,19541231
999999,24101,OGDEN HILL AAF,US,UT,W,KHIF,41.117,-111.967,1459.7,19710101,19710101
999999,24118,FORT BRIDGER AP,US,WY,W,,41.4,-110.417,2140.9,19480601,19550101
999999,24119,BATTLE MOUNTAIN LANDER COUNTY,US,NV,W,KBAM,40.612,-116.892,1381.4,19481101,19550101
999999,24120,COALVILLE SAWRS,US,UT,W,CVL,40.917,-111.4,1763.0,19480101,19480611
999999,24121,ELKO MUNICIPAL ARPT,US,NV,W,KEKO,40.829,-115.789,1546.6,19480101,19761231
999999,24122,FAIRFIELD CAA AP,US,UT,W,,40.35,-112.05,1513.9,19481101,19500731
999999,24125,LUCIN,US,UT,W,,41.35,-113.9,1362.2,19481101,19500306
999999,24126,OGDEN AIRPORT,US,UT,W,KOGD,41.196,-112.011,1353.0,19480101,19550101
999999,24128,WINNEMUCCA MUNICIPAL ARPT,US,NV,W,KWMC,40.902,-117.808,1314.9,19490915,19721231
999999,24129,WINNEMUCCA WB CITY,US,NV,W,,40.967,-117.717,1309.1,19480101,19490207
999999,24130,BAKER MUNICIPAL AP,US,OR,W,KBKE,44.843,-117.809,1028.1,19480101,19641231
999999,24131,BOISE AIR TERMINAL,US,ID,W,KBOI,43.567,-116.241,874.2,19480101,19721231
999999,24132,BOZEMAN GALLATIN FIELD,US,MT,W,KBZN,45.788,-111.161,1356.1,19480101,19550101
999999,24133,BURLEY MUNICIPAL ARPT,US,ID,W,KBYI,42.542,-113.766,1267.1,19480101,19650101
999999,24134,BURNS FEDERAL BLDG,US,OR,W,4BW,43.583,-119.05,1262.2,19480101,19800215
999999,24135,BUTTE SILVER BOW CO ARPT,US,MT,W,KBTM,45.965,-112.501,1686.5,19480101,19610101
999999,24137,CUT BANK MUNI AP,US,MT,W,KCTB,48.603,-112.375,1169.8,19480101,19721231
999999,24138,DILLON,US,MT,W,KDLN,45.258,-112.554,1591.7,19480101,19970630
999999,24139,DRUMMOND AVIATION,US,MT,W,,46.638,-113.176,1219.2,19480101,19550101
999999,24140,DUBOIS FAA AIRPORT,US,ID,W,DBS,44.167,-112.217,1563.9,19480101,19550101
999999,24141,EPHRATA AP FCWOS,US,WA,W,KEPH,47.308,-119.515,383.7,19480101,19550101
999999,24142,,US,ID,W,,42.917,-114.717,1088.1,19480101,19550101
999999,24143,GREAT FALLS INTL ARPT,US,MT,W,KGTF,47.473,-111.382,1114.7,19480101,19721231
999999,24144,HELENA ARPT,US,MT,W,KHLN,46.606,-111.964,1179.0,19480101,19721231
999999,24145,IDAHO FALLS FANNING FIELD,US,ID,W,KIDA,43.516,-112.067,1446.0,19480101,19650101
999999,24146,KALISPELL GLACIER PK INT'L AR,US,MT,W,KGPI,48.304,-114.264,906.2,19480101,19721231
999999,24147,LA CROSSE,US,WA,W,,46.817,-117.883,452.0,19480101,19480919
999999,24148,LA GRANDE MUNI AP,US,OR,W,KLGD,45.283,-118.0,828.1,19490101,19531231
999999,24149,LEWISTON NEZ PERCE COUNTY ARP,US,ID,W,KLWS,46.375,-117.016,437.7,19480101,19721231
999999,24150,LIVINGSTON MISSION FIELD,US,MT,W,KLVM,45.698,-110.441,1407.6,19480101,19550101
999999,24151,MALAD CITY AIRPORT,US,ID,W,KMLD,42.149,-112.287,1372.5,19480101,19550101
999999,24152,MEACHUM EMERGENCY AP,US,OR,W,KMEH,45.511,-118.425,1135.7,19480101,19721231
999999,24153,MISSOULA JOHNSON-BELL FLD,US,MT,W,KMSO,46.921,-114.093,972.0,19480101,19721231
999999,24154,MULLAN PASS VOR/DME,US,ID,W,KMLP,47.457,-115.645,1851.4,19480101,19550101
999999,24155,PENDLETON MUNICIPAL ARPT,US,OR,W,KPDT,45.698,-118.855,461.5,19380101,19721231
999999,24156,POCATELLO MUNICIPAL ARPT,US,ID,W,KPIH,42.92,-112.571,1364.9,19480101,19721231
999999,24157,SPOKANE,US,WA,W,KGEG,47.622,-117.528,720.9,19680101,19711231
999999,24158,STREVELL,US,ID,W,4SV,42.017,-113.25,1609.3,19480101,19501216
999999,24159,SUPERIOR,US,MT,W,,47.2,-114.883,826.0,19480101,19531114
999999,24160,WALLA WALLA MUNICIPAL AP,US,WA,W,KALW,46.095,-118.287,367.3,19660101,19660101
999999,24161,WHITEHALL,US,MT,W,4HA,45.867,-111.967,1303.9,19480101,19550101
999999,24162,ONTARIO AIRPORT,US,OR,W,KONO,44.021,-117.013,668.4,19480101,19550101
999999,24163,PASCO NAS,US,WA,W,KPSC,46.267,-119.117,122.5,19450401,19460601
999999,24172,LOVELOCK DERBY FIELD,US,NV,W,KLOL,40.068,-118.569,1189.9,19481101,19761231
999999,24193,WENDOVER USAF AUXILIARY FIELD,US,UT,W,KENV,40.721,-114.036,1290.8,19500308,19721231
999999,24207,TACOMA MCCHORD AAF,US,WA,W,KTCM,47.15,-122.483,98.5,19710101,19721231
999999,24212,BURNEY,US,CA,W,KBNY,40.883,-121.667,962.6,19480101,19480927
999999,24215,MOUNT SHASTA,US,CA,W,KMHS,41.333,-122.333,1077.5,19480401,19761231
999999,24216,RED BLUFF MUNICIPAL ARPT,US,CA,W,KRBL,40.152,-122.254,107.6,19480101,19721231
999999,24219,THE DALLES MUNICIPAL ARPT,US,WA,W,KDLS,45.619,-121.166,64.0,19480101,19650101
999999,24220,ELLENSBURG BOWERS FI,US,WA,W,KELN,47.034,-120.53,538.0,19480601,19550101
999999,24221,EUGENE MAHLON SWEET ARPT,US,OR,W,KEUG,44.128,-123.221,113.7,19480101,19721231
999999,24223,KELSO WB AP,US,WA,W,KKLS,46.117,-122.894,6.1,19480101,19530831
999999,24224,KLAMATH FALLS KINGSLEY FIELD,US,OR,W,,42.167,-121.733,1244.8,19480101,19590901
999999,24225,MEDFORD JACKSON COUNTY ARPT,US,OR,W,KMFR,42.381,-122.872,405.1,19480101,19721231
999999,24226,NORTH HEAD,US,WA,W,,46.3,-124.083,64.0,19480101,19490101
999999,24227,OLYMPIA MUNICIPAL ARPT,US,WA,W,KOLM,46.973,-122.903,61.0,19480101,19721231
999999,24228,PORT ANGELES WB AP,US,WA,W,NOW,48.133,-123.4,6.1,19490101,19530201
999999,24229,PORTLAND,US,OR,W,KPDX,45.596,-122.609,32.6,19650101,19721231
999999,24230,REDMOND ROBERTS FIELD,US,OR,W,KRDM,44.256,-121.139,940.0,19480101,19721231
999999,24231,ROSEBURG MUNICIPAL AP,US,OR,W,KRBG,43.239,-123.355,155.1,19480101,19650101
999999,24232,SALEM MCNARY FIELD,US,OR,W,KSLE,44.905,-123.001,61.3,19480101,19721231
999999,24233,SEATTLE SEATTLE-TACOMA ARPT,US,WA,W,KSEA,47.444,-122.314,132.3,19700101,19721231
999999,24234,SEATTLE BOEING FIELD,US,WA,W,KBFI,47.53,-122.301,9.1,19650101,19721231
999999,24235,SEXTON SUMMIT,US,OR,W,KSXT,42.6,-123.364,1170.7,19480101,19721231
999999,24236,SISKIYOU SUMMIT,US,OR,W,,42.083,-122.567,1367.0,19480101,19480919
999999,24237,STAMPEDE PASS,US,WA,W,KSMP,47.277,-121.337,1209.1,19480101,19721231
999999,24238,STEVENSON,US,WA,W,,45.717,-121.833,96.9,19490101,19520416
999999,24240,TATOOSH ISLAND,US,WA,W,K93S,48.383,-124.733,25.9,19480101,19660801
999999,24241,TOLEDO WINLOCK MUNI AP,US,WA,W,KTDO,46.483,-122.817,114.3,19480101,20051231
999999,24243,YAKIMA AIR TERMINAL,US,WA,W,KYKM,46.568,-120.543,324.9,19480101,19721231
999999,24244,SEATTLE NAS,US,WA,W,NEJ,47.683,-122.267,14.9,19450301,19700601
999999,24246,ASTORIA NAS,US,OR,W,,46.167,-123.883,4.0,19450401,19460520
999999,24248,CORVALLIS NAAS,US,OR,W,,44.5,-123.283,75.0,19450622,19450915
999999,24249,KLAMATH FALLS NAS,US,OR,W,,42.133,-121.75,1247.9,19450401,19451001
999999,24250,LAKEVIEW NSA,US,OR,W,,42.15,-120.4,1444.1,19450401,19451001
999999,24251,NORTH BEND NAAF,US,OR,W,,43.417,-124.233,15.8,19450501,19450915
999999,24252,QUILLAYUTE NAAS,US,WA,W,,47.95,-124.533,61.9,19450301,19450901
999999,24253,SHELTON NAAS,US,WA,W,,47.233,-123.133,91.1,19450401,19450916
999999,24254,TILLAMOOK NAS,US,OR,W,,45.417,-123.8,11.9,19460101,19480430
999999,24255,WHIDBEY ISLAND NAS,US,WA,W,KNUW,48.35,-122.667,14.3,19450401,19721231
999999,24259,MONTAGUE SISKIYOU COUNTY AP,US,CA,W,KSIY,41.781,-122.472,805.0,19560101,19660101
999999,24278,HOQUIAM,US,WA,W,,46.967,-123.883,4.9,19530501,19530601
999999,24281,WSMO (EMSU),US,WA,W,,47.65,-122.3,5.8,19960702,20031231
999999,24283,ARCATA AIRPORT,US,CA,W,KACV,40.978,-124.109,64.0,19491201,19721231
999999,24284,NORTH BEND MUNI AIRPORT,US,OR,W,KOTH,43.413,-124.244,5.2,19490501,19761231
999999,24285,NEWPORT MUNICIPAL AP,US,OR,W,KONP,44.583,-124.05,48.8,19490801,19501115
999999,24286,CRESCENT CITY FAA AI,US,CA,W,KCEC,41.78,-124.237,16.8,19491015,19550101
999999,25309,JUNEAU MUNICIPAL ARPT,US,AK,W,PAJN,58.357,-134.564,7.3,19480701,19721231
999999,25310,ANGOON,US,AK,W,PAGN,57.499,-134.586,0.0,19480724,19480901
999999,25315,CAPE DECISION,US,AK,W,CDE,56.0,-134.133,14.9,19480701,19480901
999999,25316,CAPE SPENCER,US,AK,W,CSP,58.2,-136.633,27.1,19480701,19480901
999999,25317,CRAIG,US,AK,W,CGA,55.483,-133.15,4.0,19480701,19480901
999999,25322,GUSTAVUS,US,AK,W,PAGS,58.411,-135.709,9.1,19490101,19680701
999999,25323,HAINES,US,AK,W,PAHN,59.243,-135.509,4.9,19480701,19530831
999999,25325,KETCHIKAN TONGASS,US,AK,W,PAKT,55.357,-131.712,29.3,19480701,19480831
999999,25329,PETERSBURG,US,AK,W,PAPG,56.806,-132.937,32.6,19480701,19560430
999999,25333,SITKA JAPONSKI AP,US,AK,W,PASI,57.048,-135.365,20.4,19480701,19710201
999999,25339,YAKUTAT STATE AP,US,AK,W,PAYA,59.512,-139.671,9.4,19490101,19721231
999999,25379,SITKA 1 NE,US,AK,W,,57.057,-135.327,23.8,20050815,20220428
999999,25380,GUSTAVUS 2 NE,US,AK,W,,58.429,-135.69,6.1,20120719,20220428
999999,25381,METLAKATLA 6 S,US,AK,W,,55.046,-131.588,32.0,20120726,20220428
999999,25382,YAKUTAT 3 SSE,US,AK,W,,59.509,-139.685,7.9,20160827,20220428
999999,25403,MIDDLETON ISLAND AUT,US,AK,W,PAMD,59.45,-146.317,36.9,19590101,19630701
999999,25506,ILIAMNA ARPT,US,AK,W,PAIL,59.749,-154.909,48.8,19480701,19710131
999999,25507,HOMER MUNICIPAL ARPT,US,AK,W,PAHO,59.642,-151.491,22.3,19480701,19721231
999999,25515,DRIFTWOOD BAY,US,AK,W,DFB,53.967,-166.85,395.9,19590630,19690601
999999,25522,KING SALMON 42 SE,US,AK,W,,58.208,-155.923,201.5,20120815,20220428
999999,25624,COLD BAY ARPT,US,AK,W,PACD,55.221,-162.733,31.4,19550701,19721231
999999,25630,SAND POINT 1 ENE,US,AK,W,,55.347,-160.466,73.2,20090820,20211227
999999,25701,ADAK DAVIS AFB,US,AK,W,,51.883,-176.65,4.9,19490101,19500701
999999,25709,ASI TANAGA ISLAND NS,US,AK,W,,51.75,-178.033,45.1,19470201,19490316
999999,25711,ST. PAUL 4 NE,US,AK,W,,57.158,-170.212,6.1,20050807,20220309
999999,26401,ANCHORAGE ELMENDORF AFB,US,AK,W,PAED,61.253,-149.794,64.9,20040702,20051231
999999,26403,LADD AAB,US,AK,W,FBK,64.85,-147.583,148.1,19490101,19601101
999999,26413,FORT YUKON,US,AK,W,PFYU,66.567,-145.267,138.4,19480701,19630930
999999,26414,SUMMIT AIRPORT,US,AK,W,PAST,63.331,-149.127,734.3,19480701,20041231
999999,26416,BOUNDARY,US,AK,W,BYA,64.067,-141.117,793.1,19480701,19480901
999999,26417,CAPE HINCHINBROOK,US,AK,W,CHB,60.233,-146.65,56.1,19640701,19731231
999999,26418,CENTRAL NO 2,US,AK,W,PACE,65.567,-144.765,284.1,19480701,19480901
999999,26422,EAGLE AIRPORT,US,AK,W,PAEG,64.777,-141.148,273.7,19980202,20051231
999999,26435,NENANA MUNICIPAL AP,US,AK,W,PANN,64.55,-149.072,110.3,19490101,19710201
999999,26436,NORTH DUTCH ISLAND C,US,AK,W,NDI,60.767,-147.8,11.9,19480701,19510914
999999,26437,PORTAGE,US,AK,W,,60.85,-148.983,11.0,19480701,19480901
999999,26439,SHEEP MOUNTAIN,US,AK,W,PASP,61.812,-147.507,835.2,19490101,20041231
999999,26442,VALDEZ WSO,US,AK,W,PAVW,61.13,-146.352,11.3,19670702,19721231
999999,26445,YAKATAGA AP,US,AK,W,PAWS,61.572,-149.54,107.9,19480701,19680523
999999,26451,ANCHORAGE INTL AP,US,AK,W,PANC,61.169,-150.028,40.2,19531101,19721231
999999,26452,ELMENDORF 2 AFB,US,AK,W,,61.25,-149.8,63.1,19531022,19560413
999999,26455,HUMPHREY POINT BAR A,US,AK,W,,69.917,-142.333,7.0,19580401,19630901
999999,26457,CAMDEN BAY,US,AK,W,,69.983,-144.833,3.0,19580324,19630801
999999,26458,GERSTLE RIVER,US,AK,W,,63.85,-144.983,4.9,19691130,19700917
999999,26494,FAIRBANKS 11 NE,US,AK,W,,64.974,-147.51,347.5,20020809,20220428
999999,26510,MCGRATH ARPT,US,AK,W,PAMC,62.957,-155.61,103.0,19480703,19721231
999999,26512,MINCHUMINA,US,AK,W,PAMH,63.886,-152.302,214.0,19480701,19690501
999999,26513,SHUNGNAK CAA,US,AK,W,SHG,66.9,-157.033,42.1,19480709,19500915
999999,26514,SKWENTNA,US,AK,W,PASW,61.977,-151.217,45.1,19480731,19590217
999999,26516,ANIAK AIRPORT,US,AK,W,PANI,61.583,-159.533,25.9,19480701,19710131
999999,26517,BETTLES CAA,US,AK,W,,66.9,-151.717,260.9,19480701,19510501
999999,26519,FAREWELL FAA AP,US,AK,W,PAFK,62.517,-153.883,458.1,19480701,19710201
999999,26523,KENAI MUNICIPAL AP,US,AK,W,PAEN,60.58,-151.239,28.0,19480701,19710201
999999,26526,PUNTILLA LAKE,US,AK,W,KPTI,62.091,-152.735,566.3,20040702,20051231
999999,26528,TALKEETNA STATE ARPT,US,AK,W,PATK,62.32,-150.095,108.5,19480701,19721231
999999,26529,TANANA RALPH M CALHOUN MEM AP,US,AK,W,PATA,65.175,-152.107,67.1,19480701,19710311
999999,26533,BETTLES FIELD,US,AK,W,PABT,66.54,-151.31,196.0,19520101,19721231
999999,26539,FIVE MILE CAMP,US,AK,W,,66.083,-150.0,134.1,19741101,19751101
999999,26540,OLD MAN,US,AK,W,,67.45,-150.583,11.0,19741101,19751101
999999,26547,HAYES RIVER,US,AK,W,,61.983,-152.083,305.1,20050601,20051231
999999,26562,PORT ALSWORTH 1 SW,US,AK,W,,60.195,-154.32,97.8,20090925,20220428
999999,26563,KENAI 29 ENE,US,AK,W,,60.724,-150.448,86.0,20100830,20220428
999999,26564,IVOTUK 1 NNE,US,AK,W,,68.485,-155.751,581.9,20140618,20211118
999999,26565,DEADHORSE 3 S,US,AK,W,,70.162,-148.464,9.1,20140627,20220428
999999,26616,KOTZEBUE RALPH WEIN MEMORIAL,US,AK,W,PAOT,66.867,-162.633,4.9,19450101,19721231
999999,26617,NOME MUNICIPAL ARPT,US,AK,W,PAOM,64.511,-165.44,6.7,19470101,19721231
999999,26618,WALES,US,AK,W,KWAA,65.617,-168.05,2.7,19560802,19580517
999999,26619,CANDLE,US,AK,W,CDL,65.933,-161.917,7.0,19480701,19480901
999999,26627,UNALAKLEET FIELD,US,AK,W,PAUN,63.883,-160.8,6.1,19480701,19721231
999999,26637,CAPE BEAUFORT LIZ A,US,AK,W,,69.033,-163.783,14.9,19571014,19630824
999999,26638,POINT LAY LIZ 2,US,AK,W,PIZ,69.733,-163.017,6.1,19570801,19721231
999999,26655,RED DOG MINE 3 SSW,US,AK,W,,68.028,-162.921,287.1,20100825,20220428
999999,26656,BETHEL 87 WNW,US,AK,W,,61.347,-164.077,46.6,20180817,20220428
999999,26703,GAMBELL,US,AK,W,PAGM,63.767,-171.733,7.9,19480701,19530701
999999,27301,MCINTYRE POW C,US,AK,W,,70.4,-148.7,4.9,19580301,19630701
999999,27403,OLIKTOK POW 2,US,AK,W,OLI,70.5,-149.883,4.9,19570809,19721231
999999,27404,FLAXMAN ISLAND POW 3,US,AK,W,,70.167,-146.833,7.0,19570815,19710701
999999,27405,PRUDHOE BAY,US,AK,W,PAUD,70.25,-148.333,14.0,19680701,19721231
999999,27503,WAINWRIGHT AIRPORT,US,AK,W,PAWI,70.639,-159.995,9.1,19480701,20051231
999999,27506,BARROW POINT BARROW,US,AK,W,PBA,71.333,-156.65,6.1,19590826,19710101
999999,27507,PEARD BAY LIZ C,US,AK,W,,70.8,-158.25,28.0,19570801,19630701
999999,27508,WAINWRIGHT LIZ 3,US,AK,W,PAWI,70.617,-159.85,27.1,19570802,19721231
999999,27510,CAPE SIMPSON POW A,US,AK,W,,71.05,-154.75,3.0,19571101,19630903
999999,27511,KOGRU RIVER POW B,US,AK,W,,71.583,-152.167,9.1,19580101,19630904
999999,27512,LONELY,US,AK,W,LNI,70.917,-153.25,9.1,19570726,19721231
999999,27516,UTQIAĠVIK FORMERLY BARROW 4 E,US,AK,W,,71.321,-156.611,4.6,20020808,20220428
999999,27601,ICY CAPE LIZ B,US,AK,W,,70.367,-161.75,14.9,19571101,19630828
999999,45708,SHEMYA ISLAND,US,AK,W,,52.717,174.1,39.9,19490101,19551201
999999,45709,ATTU NS,US,AK,W,ATU,52.8,173.167,28.0,19470101,19580625
999999,45714,SHEMYA ISLAND,US,AK,W,,52.717,174.1,34.1,19580628,19590901
999999,45715,SHEMYA AFB,US,AK,W,PASY,52.717,-174.1,29.6,19590901,20041231
999999,53002,ARTESIA 2 WNW,US,NM,W,,32.855,-104.457,1067.1,20100624,20140601
999999,53003,GRANTS 2 S,US,NM,W,,35.119,-107.83,1963.8,20100828,20140601
999999,53004,BLUFF 32 NW,US,UT,W,,37.601,-109.989,1959.3,20100813,20140601
999999,53005,BUENA VISTA 2 SSE,US,CO,W,,38.811,-106.122,2418.0,20100717,20140601
999999,53006,AMADO 23 W,US,AZ,W,,31.692,-111.448,1005.8,20100926,20140601
999999,53007,COLORADO SPRINGS 23 NW,US,CO,W,,39.088,-105.088,2399.4,20100630,20140601
999999,53008,CLOVIS 7 N,US,NM,W,,34.512,-103.174,1315.5,20091213,20140601
999999,53009,RAMAH 9 SE,US,NM,W,,35.046,-108.364,2183.6,20100902,20140601
999999,53010,MONTICELLO 24 NW,US,UT,W,,38.14,-109.617,1531.6,20100814,20140601
999999,53011,TSAILE 1 SSW,US,AZ,W,,36.292,-109.218,2155.2,20100817,20130624
999999,53012,BLANDING 26 SSW,US,UT,W,,37.267,-109.607,1338.1,20100815,20140601
999999,53013,CEDAR CITY 18 SSE,US,UT,W,,37.457,-113.225,1553.3,20100804,20140601
999999,53014,MEXICAN HAT 10 NW,US,UT,W,,37.251,-109.988,1939.8,20100818,20140601
999999,53015,HAGERMAN 10 ESE,US,NM,W,,33.088,-104.162,1082.7,20100904,20140601
999999,53016,VAUGHN 36 SSE,US,NM,W,,34.137,-104.93,1534.4,20100828,20140601
999999,53017,AZTEC 43 E,US,NM,W,,36.75,-107.219,2140.9,20100831,20140601
